dish_code,dish_name,as_of_date,source_recipe_version,source_recipe_blob_sha,status,dish_readiness_veto,blocker_id,severity,parameter,reason,missing_input,impact,owner,next_action,checkpoint,evidence_ids
VKM-010,Микс-салат с креветками и яблоком,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-010-01,S1_CRITICAL,raw_material_acceptance_and_SKU_evidence,Selected ingredient SKUs and primary manufacturer/supplier documents are absent,SKU list; labels/specifications; conformity and veterinary documents where applicable; lot/storage/transport data,"raw-material safety, allergens, shelf life and traceability cannot be confirmed",Procurement,collect and register dossier for every recipe ingredient,Gate B / before procurement and service,EVD-0012;EVD-0016;EVD-FS-001;EVD-FS-003;EVD-FS-006
VKM-010,Микс-салат с креветками и яблоком,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-010-02,S1_CRITICAL,allergens_and_cross_contact,"Direct draft-recipe allergens are identified, but Chef acceptance, compound-ingredient/SKU composition and site cross-contact validation are absent",Chef-accepted exact recipe/VSF version; SKU allergen declarations; shared equipment/flow map; cleaning validation,cannot issue final allergen information or declare any allergen absence,Chef; Procurement; Food Safety/PPK owner,"accept/revise locked recipe, complete recipe-to-SKU allergen review and validate cross-contact controls",Gate B / before consumer offering,EVD-0012;EVD-FS-002
VKM-010,Микс-салат с креветками и яблоком,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-010-03,S1_CRITICAL,critical_process_limits,Dish-specific thermal/cold/acidification/assembly process and validated limits are absent,final process; hazard analysis; applicable official/manufacturer limit; calibrated control-cook measurements,CCP/OPRP classification and safe release criteria cannot be approved,Food Safety/PPK owner; Chef; Operations,"perform hazard analysis and validation; document limits, monitoring and corrective actions",Gate B / Issue #38,EVD-0013;EVD-FS-001
VKM-010,Микс-салат с креветками и яблоком,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-010-04,S1_CRITICAL,storage_cooling_reheating_shelf_life,No supported dish-specific route or limit. Cooling: APPLICABILITY_PENDING: cooked components must have a validated cooling route if prepared in advance; otherwise use immediate assembly/service route documented by PPK Reheating: NOT_PLANNED_IN_DRAFT: any reheating is a process change requiring hazard review and validation,Owner/Chef choice of immediate-service vs make-ahead/channel flow; manufacturer conditions; official applicability review; calibrated validation/testing for each applicable stage,"production planning, labels, delivery and service release are blocked",Owner; Chef; Food Safety/PPK owner; Operations,"approve the exact route, then establish and validate only applicable regimes without extrapolating unsupported values",Gate B / Owner-Chef-PPK Decision Gate,EVD-0014;EVD-FS-001;EVD-FS-003;EVD-FS-006
VKM-010,Микс-салат с креветками и яблоком,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-010-05,S2_MAJOR,labeling_and_traceability,Approved lot-to-portion traceability and consumer-information workflow is absent,approved form/workflow; responsibility matrix; mock trace test; channel packaging decision,batch cannot be reliably traced or released to delivery/takeaway channel,Food Safety/PPK owner; Operations; Owner,approve form and conduct traceability exercise for the dish/channel,Gate B / Gate C,EVD-0015;EVD-FS-001;EVD-FS-002
VKM-011,Греческий,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-011-01,S1_CRITICAL,raw_material_acceptance_and_SKU_evidence,Selected ingredient SKUs and primary manufacturer/supplier documents are absent,SKU list; labels/specifications; conformity and veterinary documents where applicable; lot/storage/transport data,"raw-material safety, allergens, shelf life and traceability cannot be confirmed",Procurement,collect and register dossier for every recipe ingredient,Gate B / before procurement and service,EVD-0012;EVD-0016;EVD-FS-001;EVD-FS-003;EVD-FS-007
VKM-011,Греческий,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-011-02,S1_CRITICAL,allergens_and_cross_contact,"Direct draft-recipe allergens are identified, but Chef acceptance, compound-ingredient/SKU composition and site cross-contact validation are absent",Chef-accepted exact recipe/VSF version; SKU allergen declarations; shared equipment/flow map; cleaning validation,cannot issue final allergen information or declare any allergen absence,Chef; Procurement; Food Safety/PPK owner,"accept/revise locked recipe, complete recipe-to-SKU allergen review and validate cross-contact controls",Gate B / before consumer offering,EVD-0012;EVD-FS-002
VKM-011,Греческий,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-011-03,S1_CRITICAL,critical_process_limits,Dish-specific thermal/cold/acidification/assembly process and validated limits are absent,final process; hazard analysis; applicable official/manufacturer limit; calibrated control-cook measurements,CCP/OPRP classification and safe release criteria cannot be approved,Food Safety/PPK owner; Chef; Operations,"perform hazard analysis and validation; document limits, monitoring and corrective actions",Gate B / Issue #38,EVD-0013;EVD-FS-001
VKM-011,Греческий,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-011-04,S1_CRITICAL,storage_cooling_reheating_shelf_life,No supported dish-specific route or limit. Cooling: APPLICABILITY_PENDING: cooked components must have a validated cooling route if prepared in advance; otherwise use immediate assembly/service route documented by PPK Reheating: NOT_PLANNED_IN_DRAFT: any reheating is a process change requiring hazard review and validation,Owner/Chef choice of immediate-service vs make-ahead/channel flow; manufacturer conditions; official applicability review; calibrated validation/testing for each applicable stage,"production planning, labels, delivery and service release are blocked",Owner; Chef; Food Safety/PPK owner; Operations,"approve the exact route, then establish and validate only applicable regimes without extrapolating unsupported values",Gate B / Owner-Chef-PPK Decision Gate,EVD-0014;EVD-FS-001;EVD-FS-003;EVD-FS-007
VKM-011,Греческий,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-011-05,S2_MAJOR,labeling_and_traceability,Approved lot-to-portion traceability and consumer-information workflow is absent,approved form/workflow; responsibility matrix; mock trace test; channel packaging decision,batch cannot be reliably traced or released to delivery/takeaway channel,Food Safety/PPK owner; Operations; Owner,approve form and conduct traceability exercise for the dish/channel,Gate B / Gate C,EVD-0015;EVD-FS-001;EVD-FS-002
VKM-012,Винегрет,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-012-01,S1_CRITICAL,raw_material_acceptance_and_SKU_evidence,Selected ingredient SKUs and primary manufacturer/supplier documents are absent,SKU list; labels/specifications; conformity and veterinary documents where applicable; lot/storage/transport data,"raw-material safety, allergens, shelf life and traceability cannot be confirmed",Procurement,collect and register dossier for every recipe ingredient,Gate B / before procurement and service,EVD-0012;EVD-0016;EVD-FS-001;EVD-FS-003
VKM-012,Винегрет,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-012-02,S1_CRITICAL,allergens_and_cross_contact,"Direct draft-recipe allergens are identified, but Chef acceptance, compound-ingredient/SKU composition and site cross-contact validation are absent",Chef-accepted exact recipe/VSF version; SKU allergen declarations; shared equipment/flow map; cleaning validation,cannot issue final allergen information or declare any allergen absence,Chef; Procurement; Food Safety/PPK owner,"accept/revise locked recipe, complete recipe-to-SKU allergen review and validate cross-contact controls",Gate B / before consumer offering,EVD-0012;EVD-FS-002
VKM-012,Винегрет,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-012-03,S1_CRITICAL,critical_process_limits,Dish-specific thermal/cold/acidification/assembly process and validated limits are absent,final process; hazard analysis; applicable official/manufacturer limit; calibrated control-cook measurements,CCP/OPRP classification and safe release criteria cannot be approved,Food Safety/PPK owner; Chef; Operations,"perform hazard analysis and validation; document limits, monitoring and corrective actions",Gate B / Issue #38,EVD-0013;EVD-FS-001
VKM-012,Винегрет,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-012-04,S1_CRITICAL,storage_cooling_reheating_shelf_life,No supported dish-specific route or limit. Cooling: APPLICABILITY_PENDING: cooked components must have a validated cooling route if prepared in advance; otherwise use immediate assembly/service route documented by PPK Reheating: NOT_PLANNED_IN_DRAFT: any reheating is a process change requiring hazard review and validation,Owner/Chef choice of immediate-service vs make-ahead/channel flow; manufacturer conditions; official applicability review; calibrated validation/testing for each applicable stage,"production planning, labels, delivery and service release are blocked",Owner; Chef; Food Safety/PPK owner; Operations,"approve the exact route, then establish and validate only applicable regimes without extrapolating unsupported values",Gate B / Owner-Chef-PPK Decision Gate,EVD-0014;EVD-FS-001;EVD-FS-003
VKM-012,Винегрет,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-012-05,S2_MAJOR,labeling_and_traceability,Approved lot-to-portion traceability and consumer-information workflow is absent,approved form/workflow; responsibility matrix; mock trace test; channel packaging decision,batch cannot be reliably traced or released to delivery/takeaway channel,Food Safety/PPK owner; Operations; Owner,approve form and conduct traceability exercise for the dish/channel,Gate B / Gate C,EVD-0015;EVD-FS-001;EVD-FS-002
VKM-013,Слабосолёный лосось,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-013-01,S1_CRITICAL,raw_material_acceptance_and_SKU_evidence,Selected ingredient SKUs and primary manufacturer/supplier documents are absent,SKU list; labels/specifications; conformity and veterinary documents where applicable; lot/storage/transport data,"raw-material safety, allergens, shelf life and traceability cannot be confirmed",Procurement,collect and register dossier for every recipe ingredient,Gate B / before procurement and service,EVD-0012;EVD-0016;EVD-FS-001;EVD-FS-003;EVD-FS-006
VKM-013,Слабосолёный лосось,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-013-02,S1_CRITICAL,allergens_and_cross_contact,"Direct draft-recipe allergens are identified, but Chef acceptance, compound-ingredient/SKU composition and site cross-contact validation are absent",Chef-accepted exact recipe/VSF version; SKU allergen declarations; shared equipment/flow map; cleaning validation,cannot issue final allergen information or declare any allergen absence,Chef; Procurement; Food Safety/PPK owner,"accept/revise locked recipe, complete recipe-to-SKU allergen review and validate cross-contact controls",Gate B / before consumer offering,EVD-0012;EVD-FS-002
VKM-013,Слабосолёный лосось,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-013-03,S1_CRITICAL,critical_process_limits,Dish-specific thermal/cold/acidification/assembly process and validated limits are absent,final process; hazard analysis; applicable official/manufacturer limit; calibrated control-cook measurements,CCP/OPRP classification and safe release criteria cannot be approved,Food Safety/PPK owner; Chef; Operations,"perform hazard analysis and validation; document limits, monitoring and corrective actions",Gate B / Issue #38,EVD-0013;EVD-FS-001
VKM-013,Слабосолёный лосось,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-013-04,S1_CRITICAL,storage_cooling_reheating_shelf_life,No supported dish-specific route or limit. Cooling: APPLICABILITY_PENDING: cooked components must have a validated cooling route if prepared in advance; otherwise use immediate assembly/service route documented by PPK Reheating: NOT_PLANNED_IN_DRAFT: any reheating is a process change requiring hazard review and validation,Owner/Chef choice of immediate-service vs make-ahead/channel flow; manufacturer conditions; official applicability review; calibrated validation/testing for each applicable stage,"production planning, labels, delivery and service release are blocked",Owner; Chef; Food Safety/PPK owner; Operations,"approve the exact route, then establish and validate only applicable regimes without extrapolating unsupported values",Gate B / Owner-Chef-PPK Decision Gate,EVD-0014;EVD-FS-001;EVD-FS-003;EVD-FS-006
VKM-013,Слабосолёный лосось,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-013-05,S2_MAJOR,labeling_and_traceability,Approved lot-to-portion traceability and consumer-information workflow is absent,approved form/workflow; responsibility matrix; mock trace test; channel packaging decision,batch cannot be reliably traced or released to delivery/takeaway channel,Food Safety/PPK owner; Operations; Owner,approve form and conduct traceability exercise for the dish/channel,Gate B / Gate C,EVD-0015;EVD-FS-001;EVD-FS-002
VKM-014,Сельдь с запечённым картофелем,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-014-01,S1_CRITICAL,raw_material_acceptance_and_SKU_evidence,Selected ingredient SKUs and primary manufacturer/supplier documents are absent,SKU list; labels/specifications; conformity and veterinary documents where applicable; lot/storage/transport data,"raw-material safety, allergens, shelf life and traceability cannot be confirmed",Procurement,collect and register dossier for every recipe ingredient,Gate B / before procurement and service,EVD-0012;EVD-0016;EVD-FS-001;EVD-FS-003;EVD-FS-006
VKM-014,Сельдь с запечённым картофелем,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-014-02,S1_CRITICAL,allergens_and_cross_contact,"Direct draft-recipe allergens are identified, but Chef acceptance, compound-ingredient/SKU composition and site cross-contact validation are absent",Chef-accepted exact recipe/VSF version; SKU allergen declarations; shared equipment/flow map; cleaning validation,cannot issue final allergen information or declare any allergen absence,Chef; Procurement; Food Safety/PPK owner,"accept/revise locked recipe, complete recipe-to-SKU allergen review and validate cross-contact controls",Gate B / before consumer offering,EVD-0012;EVD-FS-002
VKM-014,Сельдь с запечённым картофелем,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-014-03,S1_CRITICAL,critical_process_limits,Dish-specific thermal/cold/acidification/assembly process and validated limits are absent,final process; hazard analysis; applicable official/manufacturer limit; calibrated control-cook measurements,CCP/OPRP classification and safe release criteria cannot be approved,Food Safety/PPK owner; Chef; Operations,"perform hazard analysis and validation; document limits, monitoring and corrective actions",Gate B / Issue #38,EVD-0013;EVD-FS-001
VKM-014,Сельдь с запечённым картофелем,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-014-04,S1_CRITICAL,storage_cooling_reheating_shelf_life,No supported dish-specific route or limit. Cooling: APPLICABILITY_PENDING: cooked components must have a validated cooling route if prepared in advance; otherwise use immediate assembly/service route documented by PPK Reheating: NOT_PLANNED_IN_DRAFT: any reheating is a process change requiring hazard review and validation,Owner/Chef choice of immediate-service vs make-ahead/channel flow; manufacturer conditions; official applicability review; calibrated validation/testing for each applicable stage,"production planning, labels, delivery and service release are blocked",Owner; Chef; Food Safety/PPK owner; Operations,"approve the exact route, then establish and validate only applicable regimes without extrapolating unsupported values",Gate B / Owner-Chef-PPK Decision Gate,EVD-0014;EVD-FS-001;EVD-FS-003;EVD-FS-006
VKM-014,Сельдь с запечённым картофелем,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-014-05,S2_MAJOR,labeling_and_traceability,Approved lot-to-portion traceability and consumer-information workflow is absent,approved form/workflow; responsibility matrix; mock trace test; channel packaging decision,batch cannot be reliably traced or released to delivery/takeaway channel,Food Safety/PPK owner; Operations; Owner,approve form and conduct traceability exercise for the dish/channel,Gate B / Gate C,EVD-0015;EVD-FS-001;EVD-FS-002
VKM-015,Оливки и маслины,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-015-01,S1_CRITICAL,raw_material_acceptance_and_SKU_evidence,Selected ingredient SKUs and primary manufacturer/supplier documents are absent,SKU list; labels/specifications; conformity and veterinary documents where applicable; lot/storage/transport data,"raw-material safety, allergens, shelf life and traceability cannot be confirmed",Procurement,collect and register dossier for every recipe ingredient,Gate B / before procurement and service,EVD-0012;EVD-0016;EVD-FS-001;EVD-FS-003
VKM-015,Оливки и маслины,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-015-02,S1_CRITICAL,allergens_and_cross_contact,"Direct draft-recipe allergens are identified, but Chef acceptance, compound-ingredient/SKU composition and site cross-contact validation are absent",Chef-accepted exact recipe/VSF version; SKU allergen declarations; shared equipment/flow map; cleaning validation,cannot issue final allergen information or declare any allergen absence,Chef; Procurement; Food Safety/PPK owner,"accept/revise locked recipe, complete recipe-to-SKU allergen review and validate cross-contact controls",Gate B / before consumer offering,EVD-0012;EVD-FS-002
VKM-015,Оливки и маслины,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-015-03,S1_CRITICAL,critical_process_limits,Dish-specific thermal/cold/acidification/assembly process and validated limits are absent,final process; hazard analysis; applicable official/manufacturer limit; calibrated control-cook measurements,CCP/OPRP classification and safe release criteria cannot be approved,Food Safety/PPK owner; Chef; Operations,"perform hazard analysis and validation; document limits, monitoring and corrective actions",Gate B / Issue #38,EVD-0013;EVD-FS-001
VKM-015,Оливки и маслины,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-015-04,S1_CRITICAL,storage_cooling_reheating_shelf_life,No supported dish-specific route or limit. Cooling: APPLICABILITY_PENDING: cooked components must have a validated cooling route if prepared in advance; otherwise use immediate assembly/service route documented by PPK Reheating: NOT_PLANNED_IN_DRAFT: any reheating is a process change requiring hazard review and validation,Owner/Chef choice of immediate-service vs make-ahead/channel flow; manufacturer conditions; official applicability review; calibrated validation/testing for each applicable stage,"production planning, labels, delivery and service release are blocked",Owner; Chef; Food Safety/PPK owner; Operations,"approve the exact route, then establish and validate only applicable regimes without extrapolating unsupported values",Gate B / Owner-Chef-PPK Decision Gate,EVD-0014;EVD-FS-001;EVD-FS-003
VKM-015,Оливки и маслины,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-015-05,S2_MAJOR,labeling_and_traceability,Approved lot-to-portion traceability and consumer-information workflow is absent,approved form/workflow; responsibility matrix; mock trace test; channel packaging decision,batch cannot be reliably traced or released to delivery/takeaway channel,Food Safety/PPK owner; Operations; Owner,approve form and conduct traceability exercise for the dish/channel,Gate B / Gate C,EVD-0015;EVD-FS-001;EVD-FS-002
VKM-016,Ассорти фирменных солений,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-016-01,S1_CRITICAL,raw_material_acceptance_and_SKU_evidence,Selected ingredient SKUs and primary manufacturer/supplier documents are absent,SKU list; labels/specifications; conformity and veterinary documents where applicable; lot/storage/transport data,"raw-material safety, allergens, shelf life and traceability cannot be confirmed",Procurement,collect and register dossier for every recipe ingredient,Gate B / before procurement and service,EVD-0012;EVD-0016;EVD-FS-001;EVD-FS-003
VKM-016,Ассорти фирменных солений,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-016-02,S1_CRITICAL,allergens_and_cross_contact,"Direct draft-recipe allergens are identified, but Chef acceptance, compound-ingredient/SKU composition and site cross-contact validation are absent",Chef-accepted exact recipe/VSF version; SKU allergen declarations; shared equipment/flow map; cleaning validation,cannot issue final allergen information or declare any allergen absence,Chef; Procurement; Food Safety/PPK owner,"accept/revise locked recipe, complete recipe-to-SKU allergen review and validate cross-contact controls",Gate B / before consumer offering,EVD-0012;EVD-FS-002
VKM-016,Ассорти фирменных солений,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-016-03,S1_CRITICAL,critical_process_limits,Dish-specific thermal/cold/acidification/assembly process and validated limits are absent,final process; hazard analysis; applicable official/manufacturer limit; calibrated control-cook measurements,CCP/OPRP classification and safe release criteria cannot be approved,Food Safety/PPK owner; Chef; Operations,"perform hazard analysis and validation; document limits, monitoring and corrective actions",Gate B / Issue #38,EVD-0013;EVD-FS-001
VKM-016,Ассорти фирменных солений,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-016-04,S1_CRITICAL,storage_cooling_reheating_shelf_life,No supported dish-specific route or limit. Cooling: APPLICABILITY_PENDING: cooked components must have a validated cooling route if prepared in advance; otherwise use immediate assembly/service route documented by PPK Reheating: NOT_PLANNED_IN_DRAFT: any reheating is a process change requiring hazard review and validation,Owner/Chef choice of immediate-service vs make-ahead/channel flow; manufacturer conditions; official applicability review; calibrated validation/testing for each applicable stage,"production planning, labels, delivery and service release are blocked",Owner; Chef; Food Safety/PPK owner; Operations,"approve the exact route, then establish and validate only applicable regimes without extrapolating unsupported values",Gate B / Owner-Chef-PPK Decision Gate,EVD-0014;EVD-FS-001;EVD-FS-003
VKM-016,Ассорти фирменных солений,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-016-05,S2_MAJOR,labeling_and_traceability,Approved lot-to-portion traceability and consumer-information workflow is absent,approved form/workflow; responsibility matrix; mock trace test; channel packaging decision,batch cannot be reliably traced or released to delivery/takeaway channel,Food Safety/PPK owner; Operations; Owner,approve form and conduct traceability exercise for the dish/channel,Gate B / Gate C,EVD-0015;EVD-FS-001;EVD-FS-002
VKM-017,Ростбиф с луком и гренкой,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-017-01,S1_CRITICAL,raw_material_acceptance_and_SKU_evidence,Selected ingredient SKUs and primary manufacturer/supplier documents are absent,SKU list; labels/specifications; conformity and veterinary documents where applicable; lot/storage/transport data,"raw-material safety, allergens, shelf life and traceability cannot be confirmed",Procurement,collect and register dossier for every recipe ingredient,Gate B / before procurement and service,EVD-0012;EVD-0016;EVD-FS-001;EVD-FS-003;EVD-FS-008
VKM-017,Ростбиф с луком и гренкой,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-017-02,S1_CRITICAL,allergens_and_cross_contact,"Direct draft-recipe allergens are identified, but Chef acceptance, compound-ingredient/SKU composition and site cross-contact validation are absent",Chef-accepted exact recipe/VSF version; SKU allergen declarations; shared equipment/flow map; cleaning validation,cannot issue final allergen information or declare any allergen absence,Chef; Procurement; Food Safety/PPK owner,"accept/revise locked recipe, complete recipe-to-SKU allergen review and validate cross-contact controls",Gate B / before consumer offering,EVD-0012;EVD-FS-002
VKM-017,Ростбиф с луком и гренкой,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-017-03,S1_CRITICAL,critical_process_limits,Dish-specific thermal/cold/acidification/assembly process and validated limits are absent,final process; hazard analysis; applicable official/manufacturer limit; calibrated control-cook measurements,CCP/OPRP classification and safe release criteria cannot be approved,Food Safety/PPK owner; Chef; Operations,"perform hazard analysis and validation; document limits, monitoring and corrective actions",Gate B / Issue #38,EVD-0013;EVD-FS-001
VKM-017,Ростбиф с луком и гренкой,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-017-04,S1_CRITICAL,storage_cooling_reheating_shelf_life,No supported dish-specific route or limit. Cooling: APPLICABILITY_PENDING: cooked components must have a validated cooling route if prepared in advance; otherwise use immediate assembly/service route documented by PPK Reheating: NOT_PLANNED_IN_DRAFT: any reheating is a process change requiring hazard review and validation,Owner/Chef choice of immediate-service vs make-ahead/channel flow; manufacturer conditions; official applicability review; calibrated validation/testing for each applicable stage,"production planning, labels, delivery and service release are blocked",Owner; Chef; Food Safety/PPK owner; Operations,"approve the exact route, then establish and validate only applicable regimes without extrapolating unsupported values",Gate B / Owner-Chef-PPK Decision Gate,EVD-0014;EVD-FS-001;EVD-FS-003;EVD-FS-008
VKM-017,Ростбиф с луком и гренкой,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-017-05,S2_MAJOR,labeling_and_traceability,Approved lot-to-portion traceability and consumer-information workflow is absent,approved form/workflow; responsibility matrix; mock trace test; channel packaging decision,batch cannot be reliably traced or released to delivery/takeaway channel,Food Safety/PPK owner; Operations; Owner,approve form and conduct traceability exercise for the dish/channel,Gate B / Gate C,EVD-0015;EVD-FS-001;EVD-FS-002
VKM-018,Традиционный красный борщ,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-018-01,S1_CRITICAL,raw_material_acceptance_and_SKU_evidence,Selected ingredient SKUs and primary manufacturer/supplier documents are absent,SKU list; labels/specifications; conformity and veterinary documents where applicable; lot/storage/transport data,"raw-material safety, allergens, shelf life and traceability cannot be confirmed",Procurement,collect and register dossier for every recipe ingredient,Gate B / before procurement and service,EVD-0012;EVD-0016;EVD-FS-001;EVD-FS-003;EVD-FS-007
VKM-018,Традиционный красный борщ,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-018-02,S1_CRITICAL,allergens_and_cross_contact,"Direct draft-recipe allergens are identified, but Chef acceptance, compound-ingredient/SKU composition and site cross-contact validation are absent",Chef-accepted exact recipe/VSF version; SKU allergen declarations; shared equipment/flow map; cleaning validation,cannot issue final allergen information or declare any allergen absence,Chef; Procurement; Food Safety/PPK owner,"accept/revise locked recipe, complete recipe-to-SKU allergen review and validate cross-contact controls",Gate B / before consumer offering,EVD-0012;EVD-FS-002
VKM-018,Традиционный красный борщ,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-018-03,S1_CRITICAL,critical_process_limits,Dish-specific thermal/cold/acidification/assembly process and validated limits are absent,final process; hazard analysis; applicable official/manufacturer limit; calibrated control-cook measurements,CCP/OPRP classification and safe release criteria cannot be approved,Food Safety/PPK owner; Chef; Operations,"perform hazard analysis and validation; document limits, monitoring and corrective actions",Gate B / Issue #38,EVD-0013;EVD-FS-001
VKM-018,Традиционный красный борщ,2026-08-03,0.1.0-DRAFT,c6b22ad5f2812cc989a0d3593f40e21207da8f53,OPEN,BLOCK,SBL-VKM-018-04,S1_CRITICAL,storage_cooling_reheating_shelf_life,No supported dish-specific route or limit. Cooling: CONDITIONAL: applies if any component is prepared in advance; cooling route and limit require validation Reheating: CONDITIONAL: applies only to an approved make-ahead route; reheating route and limit require validation,Owner/Chef choice of immediate-service vs make-ahead/channel flow; manufacturer conditions; official applicability review; calibrated validation/testing for each applicable stage,"production planning, labels, delivery and service release are blocked",Owner; Chef; Food Safety/PPK owner; Operations,"approve the exact route, then establish and validate only applicable regimes without extrapolating unsupported values",Gate B / Owner-Chef-PPK Decision Gate,EVD-0014;EVD-FS-001;EVD-FS-003;EVD-FS-007
