recipe_line_id,dish_code,cost_card_code,tech_card_code,recipe_version,ingredient_id,ingredient_name,component_type,production_stage,semi_finished_candidate_code,gross_qty,gross_unit,net_qty,net_unit,projected_output_contribution,output_unit,projected_preparation_loss,projected_process_loss,parameter_status,evidence_ids,calculation_method,source_date,confirmation_owner,blocker_ids,validation_note
RCP-0060,VKM-006,VKC-006,VKT-006,0.1.0-DRAFT,ING-002,Вода питьевая,RAW_OR_FLATTENED_COMPONENT,Тесто,VSF-004,31,г,31,г,25,г,0,6,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0061,VKM-006,VKC-006,VKT-006,0.1.0-DRAFT,ING-018,Пюре томатное,RAW_OR_FLATTENED_COMPONENT,Тесто,VSF-004,13,г,13,г,12,г,0,1,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0062,VKM-006,VKC-006,VKT-006,0.1.0-DRAFT,ING-019,Томаты вяленые,RAW_OR_FLATTENED_COMPONENT,Тесто,VSF-004,8,г,8,г,8,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0063,VKM-006,VKC-006,VKT-006,0.1.0-DRAFT,ING-005,Масло оливковое,RAW_OR_FLATTENED_COMPONENT,Тесто,VSF-004,3,г,3,г,3,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0064,VKM-006,VKC-006,VKT-006,0.1.0-DRAFT,ING-003,Дрожжи хлебопекарные,RAW_OR_FLATTENED_COMPONENT,Тесто,VSF-004,1,г,1,г,1,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0065,VKM-006,VKC-006,VKT-006,0.1.0-DRAFT,ING-004,Соль пищевая,RAW_OR_FLATTENED_COMPONENT,Тесто,VSF-004,1,г,1,г,1,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0066,VKM-007,VKC-007,VKT-007,0.1.0-DRAFT,ING-020,Мука ржаная,RAW_OR_FLATTENED_COMPONENT,Тесто,VSF-005,150,г,150,г,140,г,0,10,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0067,VKM-007,VKC-007,VKT-007,0.1.0-DRAFT,ING-001,Мука пшеничная хлебопекарная,RAW_OR_FLATTENED_COMPONENT,Тесто,VSF-005,75,г,75,г,70,г,0,5,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0068,VKM-007,VKC-007,VKT-007,0.1.0-DRAFT,ING-002,Вода питьевая,RAW_OR_FLATTENED_COMPONENT,Тесто,VSF-005,125,г,125,г,95,г,0,30,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0069,VKM-007,VKC-007,VKT-007,0.1.0-DRAFT,ING-021,Солод ржаной,RAW_OR_FLATTENED_COMPONENT,Заварка,VSF-005,20,г,20,г,20,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0070,VKM-007,VKC-007,VKT-007,0.1.0-DRAFT,ING-022,Патока,RAW_OR_FLATTENED_COMPONENT,Тесто,VSF-005,10,г,10,г,10,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0071,VKM-007,VKC-007,VKT-007,0.1.0-DRAFT,ING-023,Кориандр,RAW_OR_FLATTENED_COMPONENT,Тесто/посыпка,VSF-005,4,г,4,г,4,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0072,VKM-007,VKC-007,VKT-007,0.1.0-DRAFT,ING-003,Дрожжи хлебопекарные,RAW_OR_FLATTENED_COMPONENT,Тесто,VSF-005,3,г,3,г,3,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0073,VKM-007,VKC-007,VKT-007,0.1.0-DRAFT,ING-004,Соль пищевая,RAW_OR_FLATTENED_COMPONENT,Тесто,VSF-005,5,г,5,г,5,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0074,VKM-007,VKC-007,VKT-007,0.1.0-DRAFT,ING-024,Масло растительное,RAW_OR_FLATTENED_COMPONENT,Форма,VSF-005,3,г,3,г,3,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0075,VKM-008,VKC-008,VKT-008,0.1.0-DRAFT,ING-001,Мука пшеничная хлебопекарная,RAW_OR_FLATTENED_COMPONENT,Тесто,VSF-006,38,г,38,г,35,г,0,3,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0076,VKM-008,VKC-008,VKT-008,0.1.0-DRAFT,ING-025,Молоко,RAW_OR_FLATTENED_COMPONENT,Тесто,VSF-006,13,г,13,г,12,г,0,1,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0077,VKM-008,VKC-008,VKT-008,0.1.0-DRAFT,ING-026,Яйцо или меланж,RAW_OR_FLATTENED_COMPONENT,Тесто,VSF-006,16,г,16,г,15,г,0,1,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0078,VKM-008,VKC-008,VKT-008,0.1.0-DRAFT,ING-027,Масло сливочное,RAW_OR_FLATTENED_COMPONENT,Тесто,VSF-006,15,г,15,г,15,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0079,VKM-008,VKC-008,VKT-008,0.1.0-DRAFT,ING-028,Сахар,RAW_OR_FLATTENED_COMPONENT,Тесто,VSF-006,5,г,5,г,5,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0080,VKM-008,VKC-008,VKT-008,0.1.0-DRAFT,ING-003,Дрожжи хлебопекарные,RAW_OR_FLATTENED_COMPONENT,Тесто,VSF-006,1,г,1,г,1,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0081,VKM-008,VKC-008,VKT-008,0.1.0-DRAFT,ING-004,Соль пищевая,RAW_OR_FLATTENED_COMPONENT,Тесто,VSF-006,1,г,1,г,1,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0082,VKM-008,VKC-008,VKT-008,0.1.0-DRAFT,ING-029,Меланж для смазки,RAW_OR_FLATTENED_COMPONENT,Финиш,VSF-006,1,г,1,г,1,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0083,VKM-009,VKC-009,VKT-009,0.1.0-DRAFT,ING-030,Буррата,RAW_OR_FLATTENED_COMPONENT,Сборка,,125,г,125,г,125,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0084,VKM-009,VKC-009,VKT-009,0.1.0-DRAFT,ING-031,Томаты свежие,RAW_OR_FLATTENED_COMPONENT,Сборка,,132,г,120,г,120,г,12,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0085,VKM-009,VKC-009,VKT-009,0.1.0-DRAFT,ING-006,Томаты протёртые,RAW_OR_FLATTENED_COMPONENT,Заправка,VSF-007,15,г,15,г,15,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0086,VKM-009,VKC-009,VKT-009,0.1.0-DRAFT,ING-005,Масло оливковое,RAW_OR_FLATTENED_COMPONENT,Заправка,VSF-007,10,г,10,г,10,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0087,VKM-009,VKC-009,VKT-009,0.1.0-DRAFT,ING-032,Уксус бальзамический,RAW_OR_FLATTENED_COMPONENT,Заправка,VSF-007,3,г,3,г,3,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0088,VKM-009,VKC-009,VKT-009,0.1.0-DRAFT,ING-033,Соль и специи,RAW_OR_FLATTENED_COMPONENT,Заправка,VSF-007,2,г,2,г,2,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0089,VKM-009,VKC-009,VKT-009,0.1.0-DRAFT,ING-034,Салатная зелень,RAW_OR_FLATTENED_COMPONENT,Сборка,,17,г,15,г,15,г,2,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0090,VKM-009,VKC-009,VKT-009,0.1.0-DRAFT,ING-005,Масло оливковое,RAW_OR_FLATTENED_COMPONENT,Финиш,,10,г,10,г,10,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0091,VKM-010,VKC-010,VKT-010,0.1.0-DRAFT,ING-035,Салатный микс,RAW_OR_FLATTENED_COMPONENT,Сборка,,90,г,80,г,80,г,10,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0092,VKM-010,VKC-010,VKT-010,0.1.0-DRAFT,ING-036,Креветки очищенные,RAW_OR_FLATTENED_COMPONENT,Сборка,,105,г,100,г,90,г,5,10,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0093,VKM-010,VKC-010,VKT-010,0.1.0-DRAFT,ING-037,Яблоко,RAW_OR_FLATTENED_COMPONENT,Сборка,,65,г,58,г,55,г,7,3,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0094,VKM-010,VKC-010,VKT-010,0.1.0-DRAFT,ING-038,Огурец свежий,RAW_OR_FLATTENED_COMPONENT,Сборка,,34,г,30,г,30,г,4,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0095,VKM-010,VKC-010,VKT-010,0.1.0-DRAFT,ING-024,Масло растительное,RAW_OR_FLATTENED_COMPONENT,Заправка,VSF-008,10,г,10,г,10,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0096,VKM-010,VKC-010,VKT-010,0.1.0-DRAFT,ING-039,Сок лимона,RAW_OR_FLATTENED_COMPONENT,Заправка,VSF-008,7,г,5,г,5,г,2,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0097,VKM-010,VKC-010,VKT-010,0.1.0-DRAFT,ING-040,Мёд,RAW_OR_FLATTENED_COMPONENT,Заправка,VSF-008,3,г,3,г,3,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0098,VKM-010,VKC-010,VKT-010,0.1.0-DRAFT,ING-041,Горчица,RAW_OR_FLATTENED_COMPONENT,Заправка,VSF-008,2,г,2,г,2,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0099,VKM-010,VKC-010,VKT-010,0.1.0-DRAFT,ING-042,Семена или ореховая крошка,RAW_OR_FLATTENED_COMPONENT,Финиш,,5,г,5,г,5,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0100,VKM-011,VKC-011,VKT-011,0.1.0-DRAFT,ING-031,Томаты свежие,RAW_OR_FLATTENED_COMPONENT,Основная рецептура,,88,г,80,г,80,г,8,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0101,VKM-011,VKC-011,VKT-011,0.1.0-DRAFT,ING-038,Огурец свежий,RAW_OR_FLATTENED_COMPONENT,Основная рецептура,,68,г,60,г,60,г,8,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0102,VKM-011,VKC-011,VKT-011,0.1.0-DRAFT,ING-043,Перец сладкий,RAW_OR_FLATTENED_COMPONENT,Основная рецептура,,48,г,40,г,40,г,8,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0103,VKM-011,VKC-011,VKT-011,0.1.0-DRAFT,ING-044,Сыр фета,RAW_OR_FLATTENED_COMPONENT,Основная рецептура,,50,г,50,г,50,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0104,VKM-011,VKC-011,VKT-011,0.1.0-DRAFT,ING-045,Оливки,RAW_OR_FLATTENED_COMPONENT,Основная рецептура,,21,г,20,г,20,г,1,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0105,VKM-011,VKC-011,VKT-011,0.1.0-DRAFT,ING-046,Лук красный,RAW_OR_FLATTENED_COMPONENT,Основная рецептура,,12,г,10,г,10,г,2,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0106,VKM-011,VKC-011,VKT-011,0.1.0-DRAFT,ING-005,Масло оливковое,RAW_OR_FLATTENED_COMPONENT,Заправка,VSF-009,7,г,7,г,7,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0107,VKM-011,VKC-011,VKT-011,0.1.0-DRAFT,ING-039,Сок лимона,RAW_OR_FLATTENED_COMPONENT,Заправка,VSF-009,3,г,2,г,2,г,1,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0108,VKM-011,VKC-011,VKT-011,0.1.0-DRAFT,ING-047,Орегано и соль,RAW_OR_FLATTENED_COMPONENT,Заправка,VSF-009,1,г,1,г,1,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0109,VKM-012,VKC-012,VKT-012,0.1.0-DRAFT,ING-048,Свёкла отварная,RAW_OR_FLATTENED_COMPONENT,Овощной полуфабрикат,VSF-010,95,г,88,г,80,г,7,8,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0110,VKM-012,VKC-012,VKT-012,0.1.0-DRAFT,ING-049,Картофель отварной,RAW_OR_FLATTENED_COMPONENT,Овощной полуфабрикат,VSF-010,65,г,58,г,50,г,7,8,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0111,VKM-012,VKC-012,VKT-012,0.1.0-DRAFT,ING-050,Морковь отварная,RAW_OR_FLATTENED_COMPONENT,Овощной полуфабрикат,VSF-010,38,г,34,г,30,г,4,4,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0112,VKM-012,VKC-012,VKT-012,0.1.0-DRAFT,ING-051,Огурец солёный,RAW_OR_FLATTENED_COMPONENT,Сборка,,40,г,35,г,35,г,5,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0113,VKM-012,VKC-012,VKT-012,0.1.0-DRAFT,ING-052,Капуста квашеная,RAW_OR_FLATTENED_COMPONENT,Сборка,,28,г,25,г,25,г,3,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0114,VKM-012,VKC-012,VKT-012,0.1.0-DRAFT,ING-053,Горошек консервированный без заливки,RAW_OR_FLATTENED_COMPONENT,Сборка,,16,г,10,г,10,г,6,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0115,VKM-012,VKC-012,VKT-012,0.1.0-DRAFT,ING-016,Лук репчатый,RAW_OR_FLATTENED_COMPONENT,Сборка,,6,г,5,г,5,г,1,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0116,VKM-012,VKC-012,VKT-012,0.1.0-DRAFT,ING-024,Масло растительное,RAW_OR_FLATTENED_COMPONENT,Заправка,,5,г,5,г,5,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0117,VKM-013,VKC-013,VKT-013,0.1.0-DRAFT,ING-054,"Лосось слабосолёный, готовое филе",RAW_OR_FLATTENED_COMPONENT,Основная рецептура,,110,г,100,г,100,г,10,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0118,VKM-013,VKC-013,VKT-013,0.1.0-DRAFT,ING-055,Лимон,RAW_OR_FLATTENED_COMPONENT,Основная рецептура,,13,г,10,г,10,г,3,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
