dish_code,scenario,evidence_price_factor,proxy_price_factor,yield_cost_factor,scenario_food_cost_rub,scenario_kitchen_cogs_rub,status,limitation,exact_formula,applicability_status
VKM-016,PROXY_PLUS_30PCT,1,1.3,1,43.533966,44.186976,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-016,ALL_PRICES_PLUS_10PCT,1.1,1.1,1,42.490973,43.128337,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-016,PROXY_PLUS_50PCT_YIELD_MINUS_5PCT,1,1.5,1.052632,49.267901,50.006919,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-017,BASE_PROXY_SCENARIO,1,1,1,151.567144,153.840651,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-017,PROXY_MINUS_30PCT,1,0.7,1,107.033001,108.638496,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-017,PROXY_PLUS_30PCT,1,1.3,1,196.101287,199.042806,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-017,ALL_PRICES_PLUS_10PCT,1.1,1.1,1,166.723858,169.224716,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-017,PROXY_PLUS_50PCT_YIELD_MINUS_5PCT,1,1.5,1.052632,237.674438,241.239554,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-018,BASE_PROXY_SCENARIO,1,1,1,99.788792,101.285624,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-018,PROXY_MINUS_30PCT,1,0.7,1,75.160272,76.287676,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-018,PROXY_PLUS_30PCT,1,1.3,1,124.417313,126.283572,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-018,ALL_PRICES_PLUS_10PCT,1.1,1.1,1,109.767672,111.414187,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-018,PROXY_PLUS_50PCT_YIELD_MINUS_5PCT,1,1.5,1.052632,148.248764,150.472496,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-019,BASE_PROXY_SCENARIO,1,1,1,365.944995,371.43417,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-019,PROXY_MINUS_30PCT,1,0.7,1,347.288685,352.498015,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-019,PROXY_PLUS_30PCT,1,1.3,1,384.601305,390.370324,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-019,ALL_PRICES_PLUS_10PCT,1.1,1.1,1,402.539494,408.577587,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-019,PROXY_PLUS_50PCT_YIELD_MINUS_5PCT,1,1.5,1.052632,417.935626,424.20466,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-020,BASE_PROXY_SCENARIO,1,1,1,352.071676,357.352751,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-020,PROXY_MINUS_30PCT,1,0.7,1,322.232033,327.065514,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-020,PROXY_PLUS_30PCT,1,1.3,1,381.911319,387.639989,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-020,ALL_PRICES_PLUS_10PCT,1.1,1.1,1,387.278844,393.088026,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-020,PROXY_PLUS_50PCT_YIELD_MINUS_5PCT,1,1.5,1.052632,422.952015,429.296295,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-021,BASE_PROXY_SCENARIO,1,1,1,226.957326,230.361685,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-021,PROXY_MINUS_30PCT,1,0.7,1,208.107112,211.228719,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-021,PROXY_PLUS_30PCT,1,1.3,1,245.807539,249.494652,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-021,ALL_PRICES_PLUS_10PCT,1.1,1.1,1,249.653058,253.397854,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-021,PROXY_PLUS_50PCT_YIELD_MINUS_5PCT,1,1.5,1.052632,271.972998,276.052593,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-022,BASE_PROXY_SCENARIO,1,1,1,321.938912,326.767996,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-022,PROXY_MINUS_30PCT,1,0.7,1,316.29714,321.041597,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-022,PROXY_PLUS_30PCT,1,1.3,1,327.580684,332.494394,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-022,ALL_PRICES_PLUS_10PCT,1.1,1.1,1,354.132803,359.444796,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-022,PROXY_PLUS_50PCT_YIELD_MINUS_5PCT,1,1.5,1.052632,348.780911,354.012625,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-023,BASE_PROXY_SCENARIO,1,1,1,19.652742,19.947533,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-023,PROXY_MINUS_30PCT,1,0.7,1,18.856409,19.139255,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-023,PROXY_PLUS_30PCT,1,1.3,1,20.449074,20.75581,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-023,ALL_PRICES_PLUS_10PCT,1.1,1.1,1,21.618016,21.942286,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-023,PROXY_PLUS_50PCT_YIELD_MINUS_5PCT,1,1.5,1.052632,22.084171,22.415433,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-024,BASE_PROXY_SCENARIO,1,1,1,24.203589,24.566642,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-024,PROXY_MINUS_30PCT,1,0.7,1,18.634889,18.914413,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-024,PROXY_PLUS_30PCT,1,1.3,1,29.772288,30.218872,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-024,ALL_PRICES_PLUS_10PCT,1.1,1.1,1,26.623947,27.023307,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-024,PROXY_PLUS_50PCT_YIELD_MINUS_5PCT,1,1.5,1.052632,35.247109,35.775816,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-025,BASE_PROXY_SCENARIO,1,1,1,48.158285,48.880659,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-025,PROXY_MINUS_30PCT,1,0.7,1,43.259683,43.908578,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-025,PROXY_PLUS_30PCT,1,1.3,1,53.056887,53.85274,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-025,ALL_PRICES_PLUS_10PCT,1.1,1.1,1,52.974113,53.768725,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-025,PROXY_PLUS_50PCT_YIELD_MINUS_5PCT,1,1.5,1.052632,59.286969,60.176274,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-029,BASE_PROXY_SCENARIO,1,1,1,896.232998,909.676493,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-029,PROXY_MINUS_30PCT,1,0.7,1,885.921915,899.210744,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-029,PROXY_PLUS_30PCT,1,1.3,1,906.544081,920.142242,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-029,ALL_PRICES_PLUS_10PCT,1.1,1.1,1,985.856298,1000.644142,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-029,PROXY_PLUS_50PCT_YIELD_MINUS_5PCT,1,1.5,1.052632,961.492775,975.915166,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-030,BASE_PROXY_SCENARIO,1,1,1,560.727853,569.138771,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-030,PROXY_MINUS_30PCT,1,0.7,1,558.039022,566.409608,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-030,PROXY_PLUS_30PCT,1,1.3,1,563.416684,571.867935,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-030,ALL_PRICES_PLUS_10PCT,1.1,1.1,1,616.800639,626.052648,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-030,PROXY_PLUS_50PCT_YIELD_MINUS_5PCT,1,1.5,1.052632,594.957093,603.881449,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-031,BASE_PROXY_SCENARIO,1,1,1,249.580713,253.324424,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-031,PROXY_MINUS_30PCT,1,0.7,1,247.218755,250.927036,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-031,PROXY_PLUS_30PCT,1,1.3,1,251.942671,255.721811,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-031,ALL_PRICES_PLUS_10PCT,1.1,1.1,1,274.538784,278.656866,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-031,PROXY_PLUS_50PCT_YIELD_MINUS_5PCT,1,1.5,1.052632,266.860326,270.863231,ASSUMPTION_BLOCKED_PENDING_VALIDATION,Sensitivity around public proxy scenario; does not remove exact-SKU/procurement/recipe blocks,"scenario_value = baseline * exact scenario rule; yield -5% uses divisor 0.95, not rounded displayed factor",APPLICABLE_ISSUE82_PROXY_ONLY
VKM-026,,,,,,,,,No Issue82 proxy sensitivity; use S04 breakfast model scenarios,NOT_APPLICABLE_SEPARATE_S04_MODEL
VKM-027,,,,,,,,,No Issue82 proxy sensitivity; use S04 breakfast model scenarios,NOT_APPLICABLE_SEPARATE_S04_MODEL
VKM-028,,,,,,,,,No Issue82 proxy sensitivity; use S04 breakfast model scenarios,NOT_APPLICABLE_SEPARATE_S04_MODEL
