channel_record_id,position_code,channel,source_model,source_ref_sha,source_path,source_record_key,evidence_kitchen_cogs_rub,evidence_packaging_rub,evidence_other_direct_variable_rub,evidence_complete_direct_cogs_rub,evidence_price_rub,evidence_tax_rate,evidence_commission_rate,model_kitchen_cogs_rub,model_packaging_rub,model_other_direct_variable_rub,model_complete_direct_cogs_rub,model_price_rub,model_target_cogs_ratio,model_food_cost_ratio,model_gross_margin_before_channel_costs_rub,model_tax_rate,model_commission_rate,model_contribution_before_tax_commission_rub,calculation_layer,calculation_status,approval_status,limitations
CH-VKM-011-047,VKM-011,Гостиничные ужины,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-011|Гостиничные ужины,,,,,,,,130.834175,0,,130.834175,436.113915,0.3,0.3,305.279741,,,305.279741,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-011-048,VKM-011,Доставка,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-011|Доставка,,,,,,,,130.834175,65,,195.834175,652.780582,0.3,0.200426,521.946407,,,456.946407,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-012-049,VKM-012,À la carte,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-012|À la carte,,,,,,,,25.584202,0,,25.584202,85.280675,0.3,0.3,59.696472,,,59.696472,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-012-050,VKM-012,Бизнес-ланч,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-012|Бизнес-ланч,,,,,,,,25.584202,0,,25.584202,63.960506,0.4,0.4,38.376304,,,38.376304,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-012-051,VKM-012,Гостиничные ужины,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-012|Гостиничные ужины,,,,,,,,25.584202,0,,25.584202,85.280675,0.3,0.3,59.696472,,,59.696472,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-012-052,VKM-012,Доставка,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-012|Доставка,,,,,,,,25.584202,65,,90.584202,301.947341,0.3,0.084731,276.363139,,,211.363139,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-013-053,VKM-013,À la carte,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-013|À la carte,,,,,,,,474.197245,0,,474.197245,1580.657484,0.3,0.3,1106.460239,,,1106.460239,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-013-054,VKM-013,Бизнес-ланч,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-013|Бизнес-ланч,,,,,,,,474.197245,0,,474.197245,1185.493113,0.4,0.4,711.295868,,,711.295868,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-013-055,VKM-013,Гостиничные ужины,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-013|Гостиничные ужины,,,,,,,,474.197245,0,,474.197245,1580.657484,0.3,0.3,1106.460239,,,1106.460239,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-014-056,VKM-014,À la carte,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-014|À la carte,,,,,,,,89.543901,0,,89.543901,298.47967,0.3,0.3,208.935769,,,208.935769,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-014-057,VKM-014,Бизнес-ланч,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-014|Бизнес-ланч,,,,,,,,89.543901,0,,89.543901,223.859752,0.4,0.4,134.315851,,,134.315851,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-014-058,VKM-014,Гостиничные ужины,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-014|Гостиничные ужины,,,,,,,,89.543901,0,,89.543901,298.47967,0.3,0.3,208.935769,,,208.935769,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-015-059,VKM-015,À la carte,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-015|À la carte,,,,,,,,133.148886,0,,133.148886,443.82962,0.3,0.3,310.680734,,,310.680734,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-015-060,VKM-015,Бизнес-ланч,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-015|Бизнес-ланч,,,,,,,,133.148886,0,,133.148886,332.872215,0.4,0.4,199.723329,,,199.723329,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-015-061,VKM-015,Гостиничные ужины,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-015|Гостиничные ужины,,,,,,,,133.148886,0,,133.148886,443.82962,0.3,0.3,310.680734,,,310.680734,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-016-062,VKM-016,À la carte,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-016|À la carte,,,,,,,,39.207579,0,,39.207579,130.691931,0.3,0.3,91.484352,,,91.484352,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-016-063,VKM-016,Бизнес-ланч,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-016|Бизнес-ланч,,,,,,,,39.207579,0,,39.207579,98.018948,0.4,0.4,58.811369,,,58.811369,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-016-064,VKM-016,Гостиничные ужины,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-016|Гостиничные ужины,,,,,,,,39.207579,0,,39.207579,130.691931,0.3,0.3,91.484352,,,91.484352,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-017-065,VKM-017,À la carte,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-017|À la carte,,,,,,,,153.840651,0,,153.840651,512.80217,0.3,0.3,358.961519,,,358.961519,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-017-066,VKM-017,Бизнес-ланч,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-017|Бизнес-ланч,,,,,,,,153.840651,0,,153.840651,384.601628,0.4,0.4,230.760977,,,230.760977,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-017-067,VKM-017,Гостиничные ужины,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-017|Гостиничные ужины,,,,,,,,153.840651,0,,153.840651,512.80217,0.3,0.3,358.961519,,,358.961519,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-018-068,VKM-018,À la carte,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-018|À la carte,,,,,,,,101.285624,0,,101.285624,337.618748,0.3,0.3,236.333123,,,236.333123,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-018-069,VKM-018,Бизнес-ланч,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-018|Бизнес-ланч,,,,,,,,101.285624,0,,101.285624,253.214061,0.4,0.4,151.928436,,,151.928436,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-019-070,VKM-019,À la carte,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-019|À la carte,,,,,,,,371.43417,0,,371.434170,1238.113899,0.3,0.3,866.67973,,,866.67973,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-019-071,VKM-019,Бизнес-ланч,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-019|Бизнес-ланч,,,,,,,,371.43417,0,,371.434170,928.585425,0.4,0.4,557.151255,,,557.151255,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-019-072,VKM-019,Гостиничные ужины,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-019|Гостиничные ужины,,,,,,,,371.43417,0,,371.434170,1238.113899,0.3,0.3,866.67973,,,866.67973,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-019-073,VKM-019,Доставка,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-019|Доставка,,,,,,,,371.43417,65,,436.434170,1454.780566,0.3,0.25532,1083.346396,,,1018.346396,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-020-074,VKM-020,À la carte,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-020|À la carte,,,,,,,,357.352751,0,,357.352751,1191.175838,0.3,0.3,833.823086,,,833.823086,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-020-075,VKM-020,Бизнес-ланч,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-020|Бизнес-ланч,,,,,,,,357.352751,0,,357.352751,893.381878,0.4,0.4,536.029127,,,536.029127,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-020-076,VKM-020,Гостиничные ужины,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-020|Гостиничные ужины,,,,,,,,357.352751,0,,357.352751,1191.175838,0.3,0.3,833.823086,,,833.823086,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-020-077,VKM-020,Доставка,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-020|Доставка,,,,,,,,357.352751,65,,422.352751,1407.842504,0.3,0.25383,1050.489753,,,985.489753,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-021-078,VKM-021,À la carte,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-021|À la carte,,,,,,,,230.361685,0,,230.361685,767.872285,0.3,0.3,537.510599,,,537.510599,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-021-079,VKM-021,Бизнес-ланч,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-021|Бизнес-ланч,,,,,,,,230.361685,0,,230.361685,575.904214,0.4,0.4,345.542528,,,345.542528,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-021-080,VKM-021,Гостиничные ужины,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-021|Гостиничные ужины,,,,,,,,230.361685,0,,230.361685,767.872285,0.3,0.3,537.510599,,,537.510599,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-021-081,VKM-021,Доставка,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-021|Доставка,,,,,,,,230.361685,65,,295.361685,984.538952,0.3,0.233979,754.177266,,,689.177266,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-022-082,VKM-022,À la carte,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-022|À la carte,,,,,,,,326.767996,0,,326.767996,1089.226653,0.3,0.3,762.458657,,,762.458657,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-022-083,VKM-022,Бизнес-ланч,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-022|Бизнес-ланч,,,,,,,,326.767996,0,,326.767996,816.91999,0.4,0.4,490.151994,,,490.151994,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-022-084,VKM-022,Гостиничные ужины,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-022|Гостиничные ужины,,,,,,,,326.767996,0,,326.767996,1089.226653,0.3,0.3,762.458657,,,762.458657,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-022-085,VKM-022,Доставка,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-022|Доставка,,,,,,,,326.767996,65,,391.767996,1305.89332,0.3,0.250226,979.125324,,,914.125324,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-023-086,VKM-023,À la carte,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-023|À la carte,,,,,,,,19.947533,0,,19.947533,66.491776,0.3,0.3,46.544243,,,46.544243,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-023-087,VKM-023,Бизнес-ланч,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-023|Бизнес-ланч,,,,,,,,19.947533,0,,19.947533,49.868832,0.4,0.4,29.921299,,,29.921299,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-023-088,VKM-023,Гостиничные ужины,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-023|Гостиничные ужины,,,,,,,,19.947533,0,,19.947533,66.491776,0.3,0.3,46.544243,,,46.544243,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-024-089,VKM-024,À la carte,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-024|À la carte,,,,,,,,24.566642,0,,24.566642,81.888808,0.3,0.3,57.322166,,,57.322166,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-024-090,VKM-024,Бизнес-ланч,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-024|Бизнес-ланч,,,,,,,,24.566642,0,,24.566642,61.416606,0.4,0.4,36.849964,,,36.849964,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-024-091,VKM-024,Гостиничные ужины,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-024|Гостиничные ужины,,,,,,,,24.566642,0,,24.566642,81.888808,0.3,0.3,57.322166,,,57.322166,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-025-092,VKM-025,À la carte,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-025|À la carte,,,,,,,,48.880659,0,,48.880659,162.93553,0.3,0.3,114.054871,,,114.054871,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
CH-VKM-025-093,VKM-025,Бизнес-ланч,ISSUE82_RC2_PROXY_CHANNEL_SCENARIO,71516bf871fa560e890ce5bc7f858854a5335ae2,docs/07-operations/issue-82/PROVISIONAL_PROXY_SCENARIO_CHANNEL_PRICING.csv,VKM-025|Бизнес-ланч,,,,,,,,48.880659,0,,48.880659,122.201648,0.4,0.4,73.320989,,,73.320989,ISSUE82_PROXY_SCENARIO,ASSUMPTION_BLOCKED_PENDING_VALIDATION,NOT_APPROVED_FOR_MENU,"Planning scenario, not approved project price; tax, commission and quoted packaging remain excluded/blocked"
