nutrition_ingredient_record_id,ingredient_id,ingredient_name,recipe_line_count,dish_count,dish_codes,composition_source_id,composition_source_record_id,composition_basis,protein_g_per_100g,fat_g_per_100g,carbohydrate_g_per_100g,energy_kcal_per_100g,nutrient_value_status,evidence_ids,method_or_source_note,source_version_or_date,confirmation_owner,blocker_ids,next_action
NUT-ING-072,ING-072,Картофель,2,2,VKM-018;VKM-023,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-073,ING-073,Говядина отварная,1,1,VKM-018,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-074,ING-074,Морковь,1,1,VKM-018,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-075,ING-075,Сметана,1,1,VKM-018,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-076,ING-076,"Треска, филе порционное",1,1,VKM-019,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-077,ING-077,Сливки,4,3,VKM-019;VKM-029;VKM-030,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-078,ING-078,Бульон рыбный или овощной,1,1,VKM-019,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-079,ING-079,Шпинат,1,1,VKM-019,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-080,ING-080,Молоко кокосовое,1,1,VKM-020,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-081,ING-081,Паста карри проектная,1,1,VKM-020,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-082,ING-082,Бульон или вода,1,1,VKM-020,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-083,ING-083,Соус рыбный или соевый,1,1,VKM-020,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-084,ING-084,Цукини,2,2,VKM-020;VKM-025,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-085,ING-085,Лапша рисовая подготовленная,1,1,VKM-020,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-086,ING-086,Зелень и лайм,1,1,VKM-020,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-087,ING-087,Бриошь VKM-008,1,1,VKM-021,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-088,ING-088,Говядина для котлеты,1,1,VKM-021,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-089,ING-089,Жир говяжий или иной компонент котлеты,1,1,VKM-021,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-090,ING-090,Сыр ломтиковый,1,1,VKM-021,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-091,ING-091,Томат,1,1,VKM-021,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-092,ING-092,Огурец маринованный,1,1,VKM-021,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-093,ING-093,Лук,1,1,VKM-021,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-094,ING-094,Соус эмульсионный,1,1,VKM-021,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-095,ING-095,Соус томатный,1,1,VKM-021,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-096,ING-096,Салат листовой,1,1,VKM-021,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-097,ING-097,Говяжья вырезка,1,1,VKM-022,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-098,ING-098,Бульон или мясной сок,1,1,VKM-022,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-099,ING-099,Маринад нейтральный проектный,1,1,VKM-022,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-100,ING-100,Рис жасмин сухой,1,1,VKM-024,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-101,ING-101,"Вода питьевая, удержанная в продукте",1,1,VKM-024,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-102,ING-102,Баклажан,1,1,VKM-025,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-103,ING-103,Брокколи,1,1,VKM-025,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-104,ING-104,Мука пшеничная кондитерская,3,3,VKM-029;VKM-030;VKM-031,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-105,ING-105,Разрыхлитель,2,2,VKM-029;VKM-031,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-106,ING-106,Соль,4,3,VKM-029;VKM-030;VKM-031,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-107,ING-107,Черника,2,1,VKM-029,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-108,ING-108,Сыр сливочный,2,2,VKM-029;VKM-030,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-109,ING-109,Сахарная пудра,3,2,VKM-029;VKM-030,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-110,ING-110,Пектин или крахмал,1,1,VKM-029,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-111,ING-111,Глазурь проектная,1,1,VKM-029,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-112,ING-112,Декор съедобный,2,2,VKM-029;VKM-030,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
NUT-ING-113,ING-113,Цедра лимона,1,1,VKM-031,null,null,null,null,null,null,null,BLOCKED_PENDING_VALIDATION,EVD-0016;EVD-0027;EVD-0028,Exact approved SKU/specification or exact official database record is not mapped; no fuzzy or zero substitution,null,Procurement / NutritionDataAgent,GAP-013;GAP-023,"Approve SKU and map label/specification or exact official composition record, including edible-state basis"
