"dish_code","dish_name","version","as_of_date","control_id","stage","control_class","hazard","control_parameter","critical_limit","monitoring","corrective_action","evidence_ids","status","blocker","owner"
"VKM-011","Греческий","0.1.0","2026-08-03","CCP-VKM-011-04","STORAGE_HOLDING_SERVICE","OPRP_CANDIDATE","microbial growth/toxin formation or quality/safety loss during storage, holding, delivery or service","manufacturer/validated storage conditions, time and shelf life by final process/channel","null","batch label and storage/holding record; exact method pending validation","block release; isolate expired/untraceable/deviating product; documented disposal or justified disposition","EVD-0014;EVD-FS-001;EVD-FS-003;EVD-FS-007","BLOCKED_PENDING_VALIDATION","SBL-VKM-011-04","Food Safety/PPK owner; Operations"
"VKM-011","Греческий","0.1.0","2026-08-03","CCP-VKM-011-05","TRACEABILITY_AND_CONSUMER_INFORMATION","PRP","untraceable ingredient/finished batch or incomplete allergen information","recipe version, SKU and lot links, production time, responsible person, channel label/allergen statement, recall/disposition record","100% required traceability fields completed; allergen absence claims prohibited until evidence complete","record review before release and periodic traceability exercise","block release; restore traceability if evidence permits; otherwise dispose/recall per approved procedure","EVD-0012;EVD-0015;EVD-FS-001;EVD-FS-002","DRAFT","SBL-VKM-011-05","Food Safety/PPK owner; Operations"
"VKM-012","Винегрет","0.1.0","2026-08-03","CCP-VKM-012-01","RECEIVING","OPRP_CANDIDATE","unacceptable/undocumented raw material; temperature abuse; lot mismatch","documents, lot, integrity, manufacturer storage/transport conditions and receipt measurement where applicable","null","receiving record and document match; calibrated measurement method to be approved","quarantine/reject; document deviation; prevent use until disposition","EVD-FS-001;EVD-FS-003","BLOCKED_PENDING_VALIDATION","SBL-VKM-012-01","Procurement; Food Safety/PPK owner"
"VKM-012","Винегрет","0.1.0","2026-08-03","CCP-VKM-012-02","PREPARATION_AND_CROSS_CONTACT","PRP_OR_OPRP_TO_BE_DETERMINED","microbiological/allergen/physical cross-contamination","zoning, separation, cleaning verification, utensil/equipment changeover, hand hygiene","null","site HACCP/PPK checklist; recipe/allergen changeover record","stop; isolate affected food; re-clean; assess disposition; record and retrain","EVD-FS-001;EVD-FS-002","BLOCKED_PENDING_VALIDATION","SBL-VKM-012-02","Food Safety/PPK owner; Operations"
"VKM-012","Винегрет","0.1.0","2026-08-03","CCP-VKM-012-03","PROCESS","CCP_CANDIDATE_NOT_CONFIRMED","growth or transfer of microorganisms during receipt/preparation/service; contamination from raw produce or ready-to-eat components","cold-chain and time-out-of-control limit","null","method/frequency/equipment cannot be fixed before recipe and validation","do not release batch when validated limit is absent or deviation occurs; isolate and document disposition","EVD-0013;EVD-0014;EVD-FS-001","BLOCKED_PENDING_VALIDATION","SBL-VKM-012-03","Food Safety/PPK owner; Chef; Operations"
"VKM-012","Винегрет","0.1.0","2026-08-03","CCP-VKM-012-04","STORAGE_HOLDING_SERVICE","OPRP_CANDIDATE","microbial growth/toxin formation or quality/safety loss during storage, holding, delivery or service","manufacturer/validated storage conditions, time and shelf life by final process/channel","null","batch label and storage/holding record; exact method pending validation","block release; isolate expired/untraceable/deviating product; documented disposal or justified disposition","EVD-0014;EVD-FS-001;EVD-FS-003","BLOCKED_PENDING_VALIDATION","SBL-VKM-012-04","Food Safety/PPK owner; Operations"
"VKM-012","Винегрет","0.1.0","2026-08-03","CCP-VKM-012-05","TRACEABILITY_AND_CONSUMER_INFORMATION","PRP","untraceable ingredient/finished batch or incomplete allergen information","recipe version, SKU and lot links, production time, responsible person, channel label/allergen statement, recall/disposition record","100% required traceability fields completed; allergen absence claims prohibited until evidence complete","record review before release and periodic traceability exercise","block release; restore traceability if evidence permits; otherwise dispose/recall per approved procedure","EVD-0012;EVD-0015;EVD-FS-001;EVD-FS-002","DRAFT","SBL-VKM-012-05","Food Safety/PPK owner; Operations"
"VKM-013","Слабосолёный лосось","0.1.0","2026-08-03","CCP-VKM-013-01","RECEIVING","OPRP_CANDIDATE","unacceptable/undocumented raw material; temperature abuse; lot mismatch","documents, lot, integrity, manufacturer storage/transport conditions and receipt measurement where applicable","null","receiving record and document match; calibrated measurement method to be approved","quarantine/reject; document deviation; prevent use until disposition","EVD-FS-001;EVD-FS-003;EVD-FS-006","BLOCKED_PENDING_VALIDATION","SBL-VKM-013-01","Procurement; Food Safety/PPK owner"
"VKM-013","Слабосолёный лосось","0.1.0","2026-08-03","CCP-VKM-013-02","PREPARATION_AND_CROSS_CONTACT","PRP_OR_OPRP_TO_BE_DETERMINED","microbiological/allergen/physical cross-contamination","zoning, separation, cleaning verification, utensil/equipment changeover, hand hygiene","null","site HACCP/PPK checklist; recipe/allergen changeover record","stop; isolate affected food; re-clean; assess disposition; record and retrain","EVD-FS-001;EVD-FS-002","BLOCKED_PENDING_VALIDATION","SBL-VKM-013-02","Food Safety/PPK owner; Operations"
"VKM-013","Слабосолёный лосось","0.1.0","2026-08-03","CCP-VKM-013-03","PROCESS","CCP_CANDIDATE_NOT_CONFIRMED","temperature abuse; microbiological hazards; raw-material species/lot/document mismatch; applicable fish/seafood hazards require supplier evidence","cold-chain and time-out-of-control limit","null","method/frequency/equipment cannot be fixed before recipe and validation","do not release batch when validated limit is absent or deviation occurs; isolate and document disposition","EVD-0013;EVD-0014;EVD-FS-001","BLOCKED_PENDING_VALIDATION","SBL-VKM-013-03","Food Safety/PPK owner; Chef; Operations"
"VKM-013","Слабосолёный лосось","0.1.0","2026-08-03","CCP-VKM-013-04","STORAGE_HOLDING_SERVICE","OPRP_CANDIDATE","microbial growth/toxin formation or quality/safety loss during storage, holding, delivery or service","manufacturer/validated storage conditions, time and shelf life by final process/channel","null","batch label and storage/holding record; exact method pending validation","block release; isolate expired/untraceable/deviating product; documented disposal or justified disposition","EVD-0014;EVD-FS-001;EVD-FS-003;EVD-FS-006","BLOCKED_PENDING_VALIDATION","SBL-VKM-013-04","Food Safety/PPK owner; Operations"
"VKM-013","Слабосолёный лосось","0.1.0","2026-08-03","CCP-VKM-013-05","TRACEABILITY_AND_CONSUMER_INFORMATION","PRP","untraceable ingredient/finished batch or incomplete allergen information","recipe version, SKU and lot links, production time, responsible person, channel label/allergen statement, recall/disposition record","100% required traceability fields completed; allergen absence claims prohibited until evidence complete","record review before release and periodic traceability exercise","block release; restore traceability if evidence permits; otherwise dispose/recall per approved procedure","EVD-0012;EVD-0015;EVD-FS-001;EVD-FS-002","DRAFT","SBL-VKM-013-05","Food Safety/PPK owner; Operations"
"VKM-014","Сельдь с запечённым картофелем","0.1.0","2026-08-03","CCP-VKM-014-01","RECEIVING","OPRP_CANDIDATE","unacceptable/undocumented raw material; temperature abuse; lot mismatch","documents, lot, integrity, manufacturer storage/transport conditions and receipt measurement where applicable","null","receiving record and document match; calibrated measurement method to be approved","quarantine/reject; document deviation; prevent use until disposition","EVD-FS-001;EVD-FS-003;EVD-FS-006","BLOCKED_PENDING_VALIDATION","SBL-VKM-014-01","Procurement; Food Safety/PPK owner"
"VKM-014","Сельдь с запечённым картофелем","0.1.0","2026-08-03","CCP-VKM-014-02","PREPARATION_AND_CROSS_CONTACT","PRP_OR_OPRP_TO_BE_DETERMINED","microbiological/allergen/physical cross-contamination","zoning, separation, cleaning verification, utensil/equipment changeover, hand hygiene","null","site HACCP/PPK checklist; recipe/allergen changeover record","stop; isolate affected food; re-clean; assess disposition; record and retrain","EVD-FS-001;EVD-FS-002","BLOCKED_PENDING_VALIDATION","SBL-VKM-014-02","Food Safety/PPK owner; Operations"
"VKM-014","Сельдь с запечённым картофелем","0.1.0","2026-08-03","CCP-VKM-014-03","PROCESS","CCP_CANDIDATE_NOT_CONFIRMED","temperature abuse; microbiological hazards; raw-material species/lot/document mismatch; applicable fish/seafood hazards require supplier evidence","separate controls for ready-to-eat fish and cooked potato; assembly time/cold-chain","null","method/frequency/equipment cannot be fixed before recipe and validation","do not release batch when validated limit is absent or deviation occurs; isolate and document disposition","EVD-0013;EVD-0014;EVD-FS-001","BLOCKED_PENDING_VALIDATION","SBL-VKM-014-03","Food Safety/PPK owner; Chef; Operations"
"VKM-014","Сельдь с запечённым картофелем","0.1.0","2026-08-03","CCP-VKM-014-04","STORAGE_HOLDING_SERVICE","OPRP_CANDIDATE","microbial growth/toxin formation or quality/safety loss during storage, holding, delivery or service","manufacturer/validated storage conditions, time and shelf life by final process/channel","null","batch label and storage/holding record; exact method pending validation","block release; isolate expired/untraceable/deviating product; documented disposal or justified disposition","EVD-0014;EVD-FS-001;EVD-FS-003;EVD-FS-006","BLOCKED_PENDING_VALIDATION","SBL-VKM-014-04","Food Safety/PPK owner; Operations"
"VKM-014","Сельдь с запечённым картофелем","0.1.0","2026-08-03","CCP-VKM-014-05","TRACEABILITY_AND_CONSUMER_INFORMATION","PRP","untraceable ingredient/finished batch or incomplete allergen information","recipe version, SKU and lot links, production time, responsible person, channel label/allergen statement, recall/disposition record","100% required traceability fields completed; allergen absence claims prohibited until evidence complete","record review before release and periodic traceability exercise","block release; restore traceability if evidence permits; otherwise dispose/recall per approved procedure","EVD-0012;EVD-0015;EVD-FS-001;EVD-FS-002","DRAFT","SBL-VKM-014-05","Food Safety/PPK owner; Operations"
"VKM-015","Оливки и маслины","0.1.0","2026-08-03","CCP-VKM-015-01","RECEIVING","OPRP_CANDIDATE","unacceptable/undocumented raw material; temperature abuse; lot mismatch","documents, lot, integrity, manufacturer storage/transport conditions and receipt measurement where applicable","null","receiving record and document match; calibrated measurement method to be approved","quarantine/reject; document deviation; prevent use until disposition","EVD-FS-001;EVD-FS-003","BLOCKED_PENDING_VALIDATION","SBL-VKM-015-01","Procurement; Food Safety/PPK owner"
"VKM-015","Оливки и маслины","0.1.0","2026-08-03","CCP-VKM-015-02","PREPARATION_AND_CROSS_CONTACT","PRP_OR_OPRP_TO_BE_DETERMINED","microbiological/allergen/physical cross-contamination","zoning, separation, cleaning verification, utensil/equipment changeover, hand hygiene","null","site HACCP/PPK checklist; recipe/allergen changeover record","stop; isolate affected food; re-clean; assess disposition; record and retrain","EVD-FS-001;EVD-FS-002","BLOCKED_PENDING_VALIDATION","SBL-VKM-015-02","Food Safety/PPK owner; Operations"
"VKM-015","Оливки и маслины","0.1.0","2026-08-03","CCP-VKM-015-03","PROCESS","CCP_CANDIDATE_NOT_CONFIRMED","growth or transfer of microorganisms during receipt/preparation/service; contamination from raw produce or ready-to-eat components","cold-chain and time-out-of-control limit","null","method/frequency/equipment cannot be fixed before recipe and validation","do not release batch when validated limit is absent or deviation occurs; isolate and document disposition","EVD-0013;EVD-0014;EVD-FS-001","BLOCKED_PENDING_VALIDATION","SBL-VKM-015-03","Food Safety/PPK owner; Chef; Operations"
"VKM-015","Оливки и маслины","0.1.0","2026-08-03","CCP-VKM-015-04","STORAGE_HOLDING_SERVICE","OPRP_CANDIDATE","microbial growth/toxin formation or quality/safety loss during storage, holding, delivery or service","manufacturer/validated storage conditions, time and shelf life by final process/channel","null","batch label and storage/holding record; exact method pending validation","block release; isolate expired/untraceable/deviating product; documented disposal or justified disposition","EVD-0014;EVD-FS-001;EVD-FS-003","BLOCKED_PENDING_VALIDATION","SBL-VKM-015-04","Food Safety/PPK owner; Operations"
"VKM-015","Оливки и маслины","0.1.0","2026-08-03","CCP-VKM-015-05","TRACEABILITY_AND_CONSUMER_INFORMATION","PRP","untraceable ingredient/finished batch or incomplete allergen information","recipe version, SKU and lot links, production time, responsible person, channel label/allergen statement, recall/disposition record","100% required traceability fields completed; allergen absence claims prohibited until evidence complete","record review before release and periodic traceability exercise","block release; restore traceability if evidence permits; otherwise dispose/recall per approved procedure","EVD-0012;EVD-0015;EVD-FS-001;EVD-FS-002","DRAFT","SBL-VKM-015-05","Food Safety/PPK owner; Operations"
"VKM-016","Ассорти фирменных солений","0.1.0","2026-08-03","CCP-VKM-016-01","RECEIVING","OPRP_CANDIDATE","unacceptable/undocumented raw material; temperature abuse; lot mismatch","documents, lot, integrity, manufacturer storage/transport conditions and receipt measurement where applicable","null","receiving record and document match; calibrated measurement method to be approved","quarantine/reject; document deviation; prevent use until disposition","EVD-FS-001;EVD-FS-003","BLOCKED_PENDING_VALIDATION","SBL-VKM-016-01","Procurement; Food Safety/PPK owner"
"VKM-016","Ассорти фирменных солений","0.1.0","2026-08-03","CCP-VKM-016-02","PREPARATION_AND_CROSS_CONTACT","PRP_OR_OPRP_TO_BE_DETERMINED","microbiological/allergen/physical cross-contamination","zoning, separation, cleaning verification, utensil/equipment changeover, hand hygiene","null","site HACCP/PPK checklist; recipe/allergen changeover record","stop; isolate affected food; re-clean; assess disposition; record and retrain","EVD-FS-001;EVD-FS-002","BLOCKED_PENDING_VALIDATION","SBL-VKM-016-02","Food Safety/PPK owner; Operations"
"VKM-016","Ассорти фирменных солений","0.1.0","2026-08-03","CCP-VKM-016-03","PROCESS","CCP_CANDIDATE_NOT_CONFIRMED","unvalidated acidification/preservation process; microbiological growth if recipe, pH and time are not validated","validated acidification/pH/time and cold-chain limit","null","method/frequency/equipment cannot be fixed before recipe and validation","do not release batch when validated limit is absent or deviation occurs; isolate and document disposition","EVD-0013;EVD-0014;EVD-FS-001","BLOCKED_PENDING_VALIDATION","SBL-VKM-016-03","Food Safety/PPK owner; Chef; Operations"
"VKM-016","Ассорти фирменных солений","0.1.0","2026-08-03","CCP-VKM-016-04","STORAGE_HOLDING_SERVICE","OPRP_CANDIDATE","microbial growth/toxin formation or quality/safety loss during storage, holding, delivery or service","manufacturer/validated storage conditions, time and shelf life by final process/channel","null","batch label and storage/holding record; exact method pending validation","block release; isolate expired/untraceable/deviating product; documented disposal or justified disposition","EVD-0014;EVD-FS-001;EVD-FS-003","BLOCKED_PENDING_VALIDATION","SBL-VKM-016-04","Food Safety/PPK owner; Operations"
"VKM-016","Ассорти фирменных солений","0.1.0","2026-08-03","CCP-VKM-016-05","TRACEABILITY_AND_CONSUMER_INFORMATION","PRP","untraceable ingredient/finished batch or incomplete allergen information","recipe version, SKU and lot links, production time, responsible person, channel label/allergen statement, recall/disposition record","100% required traceability fields completed; allergen absence claims prohibited until evidence complete","record review before release and periodic traceability exercise","block release; restore traceability if evidence permits; otherwise dispose/recall per approved procedure","EVD-0012;EVD-0015;EVD-FS-001;EVD-FS-002","DRAFT","SBL-VKM-016-05","Food Safety/PPK owner; Operations"
"VKM-017","Ростбиф с луком и гренкой","0.1.0","2026-08-03","CCP-VKM-017-01","RECEIVING","OPRP_CANDIDATE","unacceptable/undocumented raw material; temperature abuse; lot mismatch","documents, lot, integrity, manufacturer storage/transport conditions and receipt measurement where applicable","null","receiving record and document match; calibrated measurement method to be approved","quarantine/reject; document deviation; prevent use until disposition","EVD-FS-001;EVD-FS-003;EVD-FS-008","BLOCKED_PENDING_VALIDATION","SBL-VKM-017-01","Procurement; Food Safety/PPK owner"
"VKM-017","Ростбиф с луком и гренкой","0.1.0","2026-08-03","CCP-VKM-017-02","PREPARATION_AND_CROSS_CONTACT","PRP_OR_OPRP_TO_BE_DETERMINED","microbiological/allergen/physical cross-contamination","zoning, separation, cleaning verification, utensil/equipment changeover, hand hygiene","null","site HACCP/PPK checklist; recipe/allergen changeover record","stop; isolate affected food; re-clean; assess disposition; record and retrain","EVD-FS-001;EVD-FS-002","BLOCKED_PENDING_VALIDATION","SBL-VKM-017-02","Food Safety/PPK owner; Operations"
"VKM-017","Ростбиф с луком и гренкой","0.1.0","2026-08-03","CCP-VKM-017-03","PROCESS","CCP_CANDIDATE_NOT_CONFIRMED","temperature abuse; microbiological hazards; raw/ready-to-eat cross-contamination; veterinary/lot documentation gap","cold-chain and time-out-of-control limit","null","method/frequency/equipment cannot be fixed before recipe and validation","do not release batch when validated limit is absent or deviation occurs; isolate and document disposition","EVD-0013;EVD-0014;EVD-FS-001","BLOCKED_PENDING_VALIDATION","SBL-VKM-017-03","Food Safety/PPK owner; Chef; Operations"
"VKM-017","Ростбиф с луком и гренкой","0.1.0","2026-08-03","CCP-VKM-017-04","STORAGE_HOLDING_SERVICE","OPRP_CANDIDATE","microbial growth/toxin formation or quality/safety loss during storage, holding, delivery or service","manufacturer/validated storage conditions, time and shelf life by final process/channel","null","batch label and storage/holding record; exact method pending validation","block release; isolate expired/untraceable/deviating product; documented disposal or justified disposition","EVD-0014;EVD-FS-001;EVD-FS-003;EVD-FS-008","BLOCKED_PENDING_VALIDATION","SBL-VKM-017-04","Food Safety/PPK owner; Operations"
"VKM-017","Ростбиф с луком и гренкой","0.1.0","2026-08-03","CCP-VKM-017-05","TRACEABILITY_AND_CONSUMER_INFORMATION","PRP","untraceable ingredient/finished batch or incomplete allergen information","recipe version, SKU and lot links, production time, responsible person, channel label/allergen statement, recall/disposition record","100% required traceability fields completed; allergen absence claims prohibited until evidence complete","record review before release and periodic traceability exercise","block release; restore traceability if evidence permits; otherwise dispose/recall per approved procedure","EVD-0012;EVD-0015;EVD-FS-001;EVD-FS-002","DRAFT","SBL-VKM-017-05","Food Safety/PPK owner; Operations"
"VKM-018","Традиционный красный борщ","0.1.0","2026-08-03","CCP-VKM-018-01","RECEIVING","OPRP_CANDIDATE","unacceptable/undocumented raw material; temperature abuse; lot mismatch","documents, lot, integrity, manufacturer storage/transport conditions and receipt measurement where applicable","null","receiving record and document match; calibrated measurement method to be approved","quarantine/reject; document deviation; prevent use until disposition","EVD-FS-001;EVD-FS-003","BLOCKED_PENDING_VALIDATION","SBL-VKM-018-01","Procurement; Food Safety/PPK owner"
"VKM-018","Традиционный красный борщ","0.1.0","2026-08-03","CCP-VKM-018-02","PREPARATION_AND_CROSS_CONTACT","PRP_OR_OPRP_TO_BE_DETERMINED","microbiological/allergen/physical cross-contamination","zoning, separation, cleaning verification, utensil/equipment changeover, hand hygiene","null","site HACCP/PPK checklist; recipe/allergen changeover record","stop; isolate affected food; re-clean; assess disposition; record and retrain","EVD-FS-001;EVD-FS-002","BLOCKED_PENDING_VALIDATION","SBL-VKM-018-02","Food Safety/PPK owner; Operations"
"VKM-018","Традиционный красный борщ","0.1.0","2026-08-03","CCP-VKM-018-03","PROCESS","CCP_CANDIDATE_NOT_CONFIRMED","raw-material and process-dependent microbiological hazards; survival/growth if the validated process is absent","validated heat-treatment, holding and/or immediate-service limits by final process","null","method/frequency/equipment cannot be fixed before recipe and validation","do not release batch when validated limit is absent or deviation occurs; isolate and document disposition","EVD-0013;EVD-0014;EVD-FS-001","BLOCKED_PENDING_VALIDATION","SBL-VKM-018-03","Food Safety/PPK owner; Chef; Operations"
"VKM-018","Традиционный красный борщ","0.1.0","2026-08-03","CCP-VKM-018-04","STORAGE_HOLDING_SERVICE","OPRP_CANDIDATE","microbial growth/toxin formation or quality/safety loss during storage, holding, delivery or service","manufacturer/validated storage conditions, time and shelf life by final process/channel","null","batch label and storage/holding record; exact method pending validation","block release; isolate expired/untraceable/deviating product; documented disposal or justified disposition","EVD-0014;EVD-FS-001;EVD-FS-003","BLOCKED_PENDING_VALIDATION","SBL-VKM-018-04","Food Safety/PPK owner; Operations"
"VKM-018","Традиционный красный борщ","0.1.0","2026-08-03","CCP-VKM-018-05","TRACEABILITY_AND_CONSUMER_INFORMATION","PRP","untraceable ingredient/finished batch or incomplete allergen information","recipe version, SKU and lot links, production time, responsible person, channel label/allergen statement, recall/disposition record","100% required traceability fields completed; allergen absence claims prohibited until evidence complete","record review before release and periodic traceability exercise","block release; restore traceability if evidence permits; otherwise dispose/recall per approved procedure","EVD-0012;EVD-0015;EVD-FS-001;EVD-FS-002","DRAFT","SBL-VKM-018-05","Food Safety/PPK owner; Operations"
"VKM-019","Мурманская треска со сливочно-горчичным соусом","0.1.0","2026-08-03","CCP-VKM-019-01","RECEIVING","OPRP_CANDIDATE","unacceptable/undocumented raw material; temperature abuse; lot mismatch","documents, lot, integrity, manufacturer storage/transport conditions and receipt measurement where applicable","null","receiving record and document match; calibrated measurement method to be approved","quarantine/reject; document deviation; prevent use until disposition","EVD-FS-001;EVD-FS-003;EVD-FS-007;EVD-FS-006","BLOCKED_PENDING_VALIDATION","SBL-VKM-019-01","Procurement; Food Safety/PPK owner"
"VKM-019","Мурманская треска со сливочно-горчичным соусом","0.1.0","2026-08-03","CCP-VKM-019-02","PREPARATION_AND_CROSS_CONTACT","PRP_OR_OPRP_TO_BE_DETERMINED","microbiological/allergen/physical cross-contamination","zoning, separation, cleaning verification, utensil/equipment changeover, hand hygiene","null","site HACCP/PPK checklist; recipe/allergen changeover record","stop; isolate affected food; re-clean; assess disposition; record and retrain","EVD-FS-001;EVD-FS-002","BLOCKED_PENDING_VALIDATION","SBL-VKM-019-02","Food Safety/PPK owner; Operations"
"VKM-019","Мурманская треска со сливочно-горчичным соусом","0.1.0","2026-08-03","CCP-VKM-019-03","PROCESS","CCP_CANDIDATE_NOT_CONFIRMED","temperature abuse; microbiological hazards; raw-material species/lot/document mismatch; applicable fish/seafood hazards require supplier evidence","validated heat-treatment, holding and/or immediate-service limits by final process","null","method/frequency/equipment cannot be fixed before recipe and validation","do not release batch when validated limit is absent or deviation occurs; isolate and document disposition","EVD-0013;EVD-0014;EVD-FS-001","BLOCKED_PENDING_VALIDATION","SBL-VKM-019-03","Food Safety/PPK owner; Chef; Operations"
"VKM-019","Мурманская треска со сливочно-горчичным соусом","0.1.0","2026-08-03","CCP-VKM-019-04","STORAGE_HOLDING_SERVICE","OPRP_CANDIDATE","microbial growth/toxin formation or quality/safety loss during storage, holding, delivery or service","manufacturer/validated storage conditions, time and shelf life by final process/channel","null","batch label and storage/holding record; exact method pending validation","block release; isolate expired/untraceable/deviating product; documented disposal or justified disposition","EVD-0014;EVD-FS-001;EVD-FS-003;EVD-FS-007;EVD-FS-006","BLOCKED_PENDING_VALIDATION","SBL-VKM-019-04","Food Safety/PPK owner; Operations"
"VKM-019","Мурманская треска со сливочно-горчичным соусом","0.1.0","2026-08-03","CCP-VKM-019-05","TRACEABILITY_AND_CONSUMER_INFORMATION","PRP","untraceable ingredient/finished batch or incomplete allergen information","recipe version, SKU and lot links, production time, responsible person, channel label/allergen statement, recall/disposition record","100% required traceability fields completed; allergen absence claims prohibited until evidence complete","record review before release and periodic traceability exercise","block release; restore traceability if evidence permits; otherwise dispose/recall per approved procedure","EVD-0012;EVD-0015;EVD-FS-001;EVD-FS-002","DRAFT","SBL-VKM-019-05","Food Safety/PPK owner; Operations"
"VKM-020","Креветки по-тайски","0.1.0","2026-08-03","CCP-VKM-020-01","RECEIVING","OPRP_CANDIDATE","unacceptable/undocumented raw material; temperature abuse; lot mismatch","documents, lot, integrity, manufacturer storage/transport conditions and receipt measurement where applicable","null","receiving record and document match; calibrated measurement method to be approved","quarantine/reject; document deviation; prevent use until disposition","EVD-FS-001;EVD-FS-003;EVD-FS-006","BLOCKED_PENDING_VALIDATION","SBL-VKM-020-01","Procurement; Food Safety/PPK owner"
"VKM-020","Креветки по-тайски","0.1.0","2026-08-03","CCP-VKM-020-02","PREPARATION_AND_CROSS_CONTACT","PRP_OR_OPRP_TO_BE_DETERMINED","microbiological/allergen/physical cross-contamination","zoning, separation, cleaning verification, utensil/equipment changeover, hand hygiene","null","site HACCP/PPK checklist; recipe/allergen changeover record","stop; isolate affected food; re-clean; assess disposition; record and retrain","EVD-FS-001;EVD-FS-002","BLOCKED_PENDING_VALIDATION","SBL-VKM-020-02","Food Safety/PPK owner; Operations"
"VKM-020","Креветки по-тайски","0.1.0","2026-08-03","CCP-VKM-020-03","PROCESS","CCP_CANDIDATE_NOT_CONFIRMED","temperature abuse; microbiological hazards; raw-material species/lot/document mismatch; applicable fish/seafood hazards require supplier evidence","validated heat-treatment, holding and/or immediate-service limits by final process","null","method/frequency/equipment cannot be fixed before recipe and validation","do not release batch when validated limit is absent or deviation occurs; isolate and document disposition","EVD-0013;EVD-0014;EVD-FS-001","BLOCKED_PENDING_VALIDATION","SBL-VKM-020-03","Food Safety/PPK owner; Chef; Operations"
"VKM-020","Креветки по-тайски","0.1.0","2026-08-03","CCP-VKM-020-04","STORAGE_HOLDING_SERVICE","OPRP_CANDIDATE","microbial growth/toxin formation or quality/safety loss during storage, holding, delivery or service","manufacturer/validated storage conditions, time and shelf life by final process/channel","null","batch label and storage/holding record; exact method pending validation","block release; isolate expired/untraceable/deviating product; documented disposal or justified disposition","EVD-0014;EVD-FS-001;EVD-FS-003;EVD-FS-006","BLOCKED_PENDING_VALIDATION","SBL-VKM-020-04","Food Safety/PPK owner; Operations"
"VKM-020","Креветки по-тайски","0.1.0","2026-08-03","CCP-VKM-020-05","TRACEABILITY_AND_CONSUMER_INFORMATION","PRP","untraceable ingredient/finished batch or incomplete allergen information","recipe version, SKU and lot links, production time, responsible person, channel label/allergen statement, recall/disposition record","100% required traceability fields completed; allergen absence claims prohibited until evidence complete","record review before release and periodic traceability exercise","block release; restore traceability if evidence permits; otherwise dispose/recall per approved procedure","EVD-0012;EVD-0015;EVD-FS-001;EVD-FS-002","DRAFT","SBL-VKM-020-05","Food Safety/PPK owner; Operations"
"VKM-021","Бургер VARSHAVKA","0.1.0","2026-08-03","CCP-VKM-021-01","RECEIVING","OPRP_CANDIDATE","unacceptable/undocumented raw material; temperature abuse; lot mismatch","documents, lot, integrity, manufacturer storage/transport conditions and receipt measurement where applicable","null","receiving record and document match; calibrated measurement method to be approved","quarantine/reject; document deviation; prevent use until disposition","EVD-FS-001;EVD-FS-003;EVD-FS-007;EVD-FS-008","BLOCKED_PENDING_VALIDATION","SBL-VKM-021-01","Procurement; Food Safety/PPK owner"
"VKM-021","Бургер VARSHAVKA","0.1.0","2026-08-03","CCP-VKM-021-02","PREPARATION_AND_CROSS_CONTACT","PRP_OR_OPRP_TO_BE_DETERMINED","microbiological/allergen/physical cross-contamination","zoning, separation, cleaning verification, utensil/equipment changeover, hand hygiene","null","site HACCP/PPK checklist; recipe/allergen changeover record","stop; isolate affected food; re-clean; assess disposition; record and retrain","EVD-FS-001;EVD-FS-002","BLOCKED_PENDING_VALIDATION","SBL-VKM-021-02","Food Safety/PPK owner; Operations"
"VKM-021","Бургер VARSHAVKA","0.1.0","2026-08-03","CCP-VKM-021-03","PROCESS","CCP_CANDIDATE_NOT_CONFIRMED","temperature abuse; microbiological hazards; raw/ready-to-eat cross-contamination; veterinary/lot documentation gap","validated heat-treatment, holding and/or immediate-service limits by final process","null","method/frequency/equipment cannot be fixed before recipe and validation","do not release batch when validated limit is absent or deviation occurs; isolate and document disposition","EVD-0013;EVD-0014;EVD-FS-001","BLOCKED_PENDING_VALIDATION","SBL-VKM-021-03","Food Safety/PPK owner; Chef; Operations"
"VKM-021","Бургер VARSHAVKA","0.1.0","2026-08-03","CCP-VKM-021-04","STORAGE_HOLDING_SERVICE","OPRP_CANDIDATE","microbial growth/toxin formation or quality/safety loss during storage, holding, delivery or service","manufacturer/validated storage conditions, time and shelf life by final process/channel","null","batch label and storage/holding record; exact method pending validation","block release; isolate expired/untraceable/deviating product; documented disposal or justified disposition","EVD-0014;EVD-FS-001;EVD-FS-003;EVD-FS-007;EVD-FS-008","BLOCKED_PENDING_VALIDATION","SBL-VKM-021-04","Food Safety/PPK owner; Operations"
"VKM-021","Бургер VARSHAVKA","0.1.0","2026-08-03","CCP-VKM-021-05","TRACEABILITY_AND_CONSUMER_INFORMATION","PRP","untraceable ingredient/finished batch or incomplete allergen information","recipe version, SKU and lot links, production time, responsible person, channel label/allergen statement, recall/disposition record","100% required traceability fields completed; allergen absence claims prohibited until evidence complete","record review before release and periodic traceability exercise","block release; restore traceability if evidence permits; otherwise dispose/recall per approved procedure","EVD-0012;EVD-0015;EVD-FS-001;EVD-FS-002","DRAFT","SBL-VKM-021-05","Food Safety/PPK owner; Operations"
