mapping_id,dish_code,dish_name,menu_section,recipe_version,operation_no,operation_text,functional_codes,functional_equipment_names,capex_inv_codes,capex_requirement_statuses,capex_structure_approval_statuses,requirement_role,operation_duration_min,duration_status,duration_basis,project_design_requirement,project_design_requirement_unit,project_design_requirement_status,recipe_unit_load,recipe_unit_load_unit,recipe_unit_load_status,planning_batches_for_one_recipe_unit,planning_batch_status,planning_batch_note,selected_manufacturer,selected_model_article,passport_document_or_official_url,passport_capacity,passport_capacity_unit,capacity_status,equipment_availability_status,connections_status,suitability_status,parameter_status,evidence_ids,source_date,blocker_ids,confirmation_owner,mapping_note,next_action
EQM-0027,VKM-005,Белая чиабатта,Хлеб,0.1.0-DRAFT,6,выпечь,BAK-02,Пекарская печь,CAPEX.BAK.002,MANDATORY,APPROVED_STRUCTURE,THERMAL_PROCESS,,BLOCKED,Only dish aggregate is available: active 18 min / total 150 min; no unsupported split by operation,BAK-02: 6×600×400; программирование; пар,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0028,VKM-005,Белая чиабатта,Хлеб,0.1.0-DRAFT,7,охладить,BAK-06,Мобильный стеллаж охлаждения,CAPEX.BAK.006,MANDATORY,APPROVED_STRUCTURE,COOLING_HOLDING,,BLOCKED,Only dish aggregate is available: active 18 min / total 150 min; no unsupported split by operation,BAK-06: 16–20 противней,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0029,VKM-006,Томатная чиабатта,Хлеб,0.1.0-DRAFT,1,Смешать тесто с томатными компонентами,BAK-03,Спиральный тестомес,CAPEX.BAK.003,MANDATORY,APPROVED_STRUCTURE,MIXING,,BLOCKED,Only dish aggregate is available: active 18 min / total 150 min; no unsupported split by operation,BAK-03: Рабочий диапазон 2–25 кг,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0030,VKM-006,Томатная чиабатта,Хлеб,0.1.0-DRAFT,2,замесить,BAK-03,Спиральный тестомес,CAPEX.BAK.003,MANDATORY,APPROVED_STRUCTURE,MIXING,,BLOCKED,Only dish aggregate is available: active 18 min / total 150 min; no unsupported split by operation,BAK-03: Рабочий диапазон 2–25 кг,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0031,VKM-006,Томатная чиабатта,Хлеб,0.1.0-DRAFT,3,провести брожение,STO-08,Холодная ферментация теста,CAPEX.STO.008,MANDATORY,APPROVED_STRUCTURE,FERMENTATION,,BLOCKED,Only dish aggregate is available: active 18 min / total 150 min; no unsupported split by operation,STO-08: Всего ≥30 позиций 600×400,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0032,VKM-006,Томатная чиабатта,Хлеб,0.1.0-DRAFT,4,сформовать,REQ-BAK-PREP,Проектное функциональное требование без действующего CAPEX-кода,,,,MANUAL_FORMING_GAP,,BLOCKED,Only dish aggregate is available: active 18 min / total 150 min; no unsupported split by operation,,,BLOCKED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_REQUIREMENT_CODE,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,"Manual bread forming needs a dedicated compliant work surface. BAK-12 is a pizza table, HOT-12 is a hot-line table and BAK-07 is inventory only; none is an approved bakery work-surface allocation.","Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0033,VKM-006,Томатная чиабатта,Хлеб,0.1.0-DRAFT,5,расстоять,BAK-05,Программируемый расстоечный шкаф,CAPEX.BAK.005,MANDATORY,APPROVED_STRUCTURE,PROOFING,,BLOCKED,Only dish aggregate is available: active 18 min / total 150 min; no unsupported split by operation,BAK-05: 12–16 противней 600×400,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0034,VKM-006,Томатная чиабатта,Хлеб,0.1.0-DRAFT,6,выпечь,BAK-02,Пекарская печь,CAPEX.BAK.002,MANDATORY,APPROVED_STRUCTURE,THERMAL_PROCESS,,BLOCKED,Only dish aggregate is available: active 18 min / total 150 min; no unsupported split by operation,BAK-02: 6×600×400; программирование; пар,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0035,VKM-006,Томатная чиабатта,Хлеб,0.1.0-DRAFT,7,охладить,BAK-06,Мобильный стеллаж охлаждения,CAPEX.BAK.006,MANDATORY,APPROVED_STRUCTURE,COOLING_HOLDING,,BLOCKED,Only dish aggregate is available: active 18 min / total 150 min; no unsupported split by operation,BAK-06: 16–20 противней,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0036,VKM-007,Бородинский хлеб,Хлеб,0.1.0-DRAFT,1,Приготовить заварку,HOT-05B;HOT-13,"Индукционная плита 2 зоны;GN, противни и горячий инвентарь",CAPEX.HOT.006;CAPEX.HOT.014,MANDATORY,APPROVED_STRUCTURE,HEATED_COMPONENT_PREP,,BLOCKED,Only dish aggregate is available: active 25 min / total 300 min; no unsupported split by operation,HOT-05B: 2 зоны; HOT-13: Совместимость с печами,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0037,VKM-007,Бородинский хлеб,Хлеб,0.1.0-DRAFT,2,замесить тесто,BAK-03,Спиральный тестомес,CAPEX.BAK.003,MANDATORY,APPROVED_STRUCTURE,MIXING,,BLOCKED,Only dish aggregate is available: active 25 min / total 300 min; no unsupported split by operation,BAK-03: Рабочий диапазон 2–25 кг,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0038,VKM-007,Бородинский хлеб,Хлеб,0.1.0-DRAFT,3,провести брожение,STO-08,Холодная ферментация теста,CAPEX.STO.008,MANDATORY,APPROVED_STRUCTURE,FERMENTATION,,BLOCKED,Only dish aggregate is available: active 25 min / total 300 min; no unsupported split by operation,STO-08: Всего ≥30 позиций 600×400,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0039,VKM-007,Бородинский хлеб,Хлеб,0.1.0-DRAFT,4,уложить в форму,REQ-BAK-PREP,Проектное функциональное требование без действующего CAPEX-кода,,,,MANUAL_FORMING_GAP,,BLOCKED,Only dish aggregate is available: active 25 min / total 300 min; no unsupported split by operation,,,BLOCKED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_REQUIREMENT_CODE,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,"Manual bread forming needs a dedicated compliant work surface. BAK-12 is a pizza table, HOT-12 is a hot-line table and BAK-07 is inventory only; none is an approved bakery work-surface allocation.","Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0040,VKM-007,Бородинский хлеб,Хлеб,0.1.0-DRAFT,5,расстоять,BAK-05,Программируемый расстоечный шкаф,CAPEX.BAK.005,MANDATORY,APPROVED_STRUCTURE,PROOFING,,BLOCKED,Only dish aggregate is available: active 25 min / total 300 min; no unsupported split by operation,BAK-05: 12–16 противней 600×400,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0041,VKM-007,Бородинский хлеб,Хлеб,0.1.0-DRAFT,6,выпечь,BAK-02,Пекарская печь,CAPEX.BAK.002,MANDATORY,APPROVED_STRUCTURE,THERMAL_PROCESS,,BLOCKED,Only dish aggregate is available: active 25 min / total 300 min; no unsupported split by operation,BAK-02: 6×600×400; программирование; пар,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0042,VKM-007,Бородинский хлеб,Хлеб,0.1.0-DRAFT,7,стабилизировать и охладить,BAK-06,Мобильный стеллаж охлаждения,CAPEX.BAK.006,MANDATORY,APPROVED_STRUCTURE,COOLING_HOLDING,,BLOCKED,Only dish aggregate is available: active 25 min / total 300 min; no unsupported split by operation,BAK-06: 16–20 противней,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0043,VKM-008,Бриошь,Хлеб,0.1.0-DRAFT,1,Замесить сдобное тесто,BAK-03,Спиральный тестомес,CAPEX.BAK.003,MANDATORY,APPROVED_STRUCTURE,MIXING,,BLOCKED,Only dish aggregate is available: active 22 min / total 180 min; no unsupported split by operation,BAK-03: Рабочий диапазон 2–25 кг,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0044,VKM-008,Бриошь,Хлеб,0.1.0-DRAFT,2,ввести масло,BAK-03,Спиральный тестомес,CAPEX.BAK.003,MANDATORY,APPROVED_STRUCTURE,MIXING,,BLOCKED,Only dish aggregate is available: active 22 min / total 180 min; no unsupported split by operation,BAK-03: Рабочий диапазон 2–25 кг,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0045,VKM-008,Бриошь,Хлеб,0.1.0-DRAFT,3,провести брожение,STO-08,Холодная ферментация теста,CAPEX.STO.008,MANDATORY,APPROVED_STRUCTURE,FERMENTATION,,BLOCKED,Only dish aggregate is available: active 22 min / total 180 min; no unsupported split by operation,STO-08: Всего ≥30 позиций 600×400,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0046,VKM-008,Бриошь,Хлеб,0.1.0-DRAFT,4,сформовать,REQ-BAK-PREP,Проектное функциональное требование без действующего CAPEX-кода,,,,MANUAL_FORMING_GAP,,BLOCKED,Only dish aggregate is available: active 22 min / total 180 min; no unsupported split by operation,,,BLOCKED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_REQUIREMENT_CODE,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,"Manual bread forming needs a dedicated compliant work surface. BAK-12 is a pizza table, HOT-12 is a hot-line table and BAK-07 is inventory only; none is an approved bakery work-surface allocation.","Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0047,VKM-008,Бриошь,Хлеб,0.1.0-DRAFT,5,расстоять,BAK-05,Программируемый расстоечный шкаф,CAPEX.BAK.005,MANDATORY,APPROVED_STRUCTURE,PROOFING,,BLOCKED,Only dish aggregate is available: active 22 min / total 180 min; no unsupported split by operation,BAK-05: 12–16 противней 600×400,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0048,VKM-008,Бриошь,Хлеб,0.1.0-DRAFT,6,смазать,BAK-07,Кондитерские формы и инвентарь,CAPEX.BAK.007,MANDATORY,APPROVED_STRUCTURE,FORM_PREPARATION,,BLOCKED,Only dish aggregate is available: active 22 min / total 180 min; no unsupported split by operation,"BAK-07: Торт, кростата, мадлены",project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0049,VKM-008,Бриошь,Хлеб,0.1.0-DRAFT,7,выпечь,BAK-02,Пекарская печь,CAPEX.BAK.002,MANDATORY,APPROVED_STRUCTURE,THERMAL_PROCESS,,BLOCKED,Only dish aggregate is available: active 22 min / total 180 min; no unsupported split by operation,BAK-02: 6×600×400; программирование; пар,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0050,VKM-008,Бриошь,Хлеб,0.1.0-DRAFT,8,охладить,BAK-06,Мобильный стеллаж охлаждения,CAPEX.BAK.006,MANDATORY,APPROVED_STRUCTURE,COOLING_HOLDING,,BLOCKED,Only dish aggregate is available: active 22 min / total 180 min; no unsupported split by operation,BAK-06: 16–20 противней,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0051,VKM-009,Буррата с томатами,Салаты,0.1.0-DRAFT,1,Подготовить томаты и зелень,CLD-03;CLD-07,"Вторая рабочая поверхность;Весы, ножи, доски холодного участка",CAPEX.CLD.003;CAPEX.CLD.007,MANDATORY,APPROVED_STRUCTURE,COLD_PREP_ASSEMBLY,,BLOCKED,Only dish aggregate is available: active 8 min / total 10 min; no unsupported split by operation,CLD-03: ≥1200×700; CLD-07: Две рабочие позиции,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0052,VKM-009,Буррата с томатами,Салаты,0.1.0-DRAFT,2,смешать заправку,CLD-03;CLD-07,"Вторая рабочая поверхность;Весы, ножи, доски холодного участка",CAPEX.CLD.003;CAPEX.CLD.007,MANDATORY,APPROVED_STRUCTURE,COLD_PREP_ASSEMBLY,,BLOCKED,Only dish aggregate is available: active 8 min / total 10 min; no unsupported split by operation,CLD-03: ≥1200×700; CLD-07: Две рабочие позиции,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0053,VKM-009,Буррата с томатами,Салаты,0.1.0-DRAFT,3,разместить буррату,CLD-03;CLD-07,"Вторая рабочая поверхность;Весы, ножи, доски холодного участка",CAPEX.CLD.003;CAPEX.CLD.007,MANDATORY,APPROVED_STRUCTURE,COLD_PREP_ASSEMBLY,,BLOCKED,Only dish aggregate is available: active 8 min / total 10 min; no unsupported split by operation,CLD-03: ≥1200×700; CLD-07: Две рабочие позиции,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0054,VKM-009,Буррата с томатами,Салаты,0.1.0-DRAFT,4,собрать и финишировать,CLD-03;CLD-07,"Вторая рабочая поверхность;Весы, ножи, доски холодного участка",CAPEX.CLD.003;CAPEX.CLD.007,MANDATORY,APPROVED_STRUCTURE,COLD_PREP_ASSEMBLY,,BLOCKED,Only dish aggregate is available: active 8 min / total 10 min; no unsupported split by operation,CLD-03: ≥1200×700; CLD-07: Две рабочие позиции,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
