semi_recipe_line_id,vsf_code,batch_variant_id,line_order,component_type,ingredient_id,ingredient_name,child_vsf_code,gross_qty,gross_unit,net_qty,net_unit,projected_output_contribution,output_unit,source_dish_code,source_recipe_line_ids,parameter_status,evidence_ids,method_or_source_note,source_date,confirmation_owner,blocker_ids,cost_inclusion_rule
SFR-0082,VSF-011,VSF-011@VKM-023,3,RAW_INPUT,ING-063,Пряные травы,null,3,г,3,г,3,г,VKM-023,RCP-0201,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0083,VSF-011,VSF-011@VKM-023,4,RAW_INPUT,ING-033,Соль и специи,null,2,г,2,г,2,г,VKM-023,RCP-0202,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0084,VSF-012,VSF-012@BASE,1,RAW_INPUT,ING-005,Масло оливковое,null,10,г,10,г,10,г,VKM-015,RCP-0130,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0085,VSF-012,VSF-012@BASE,2,RAW_INPUT,ING-062,Цедра цитрусовая,null,5,г,3,г,3,г,VKM-015,RCP-0131,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0086,VSF-012,VSF-012@BASE,3,RAW_INPUT,ING-007,Чеснок,null,2.3,г,2,г,2,г,VKM-015,RCP-0132,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0087,VSF-012,VSF-012@BASE,4,RAW_INPUT,ING-063,Пряные травы,null,5,г,5,г,5,г,VKM-015,RCP-0133,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0088,VSF-013,VSF-013@BASE,1,RAW_INPUT,ING-065,Уксус пищевой,null,5,г,5,г,5,г,VKM-016,RCP-0138,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0089,VSF-013,VSF-013@BASE,2,RAW_INPUT,ING-028,Сахар,null,4,г,4,г,4,г,VKM-016,RCP-0139,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0090,VSF-013,VSF-013@BASE,3,RAW_INPUT,ING-004,Соль пищевая,null,2,г,2,г,2,г,VKM-016,RCP-0140,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0091,VSF-013,VSF-013@BASE,4,RAW_INPUT,ING-002,Вода питьевая,null,4,г,4,г,4,г,VKM-016,RCP-0141,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0092,VSF-013,VSF-013@BASE,5,RAW_INPUT,ING-024,Масло растительное,null,5,г,5,г,5,г,VKM-016,RCP-0142,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0093,VSF-014,VSF-014@BASE,1,RAW_INPUT,ING-038,Огурец свежий,null,58,г,52,г,50,г,VKM-016,RCP-0134,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0094,VSF-014,VSF-014@BASE,2,RAW_INPUT,ING-064,Капуста белокочанная,null,48,г,42,г,40,г,VKM-016,RCP-0135,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0095,VSF-014,VSF-014@BASE,3,RAW_INPUT,ING-031,Томаты свежие,null,44,г,40,г,40,г,VKM-016,RCP-0136,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0096,VSF-014,VSF-014@BASE,4,RAW_INPUT,ING-043,Перец сладкий,null,36,г,31,г,30,г,VKM-016,RCP-0137,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0097,VSF-014,VSF-014@BASE,5,CHILD_VSF,null,Быстрый маринад для солений,VSF-013,20,г,20,г,20,г,VKM-016,RCP-0138;RCP-0139;RCP-0140;RCP-0141;RCP-0142,ASSUMPTION,EVD-0009,Chef candidate semantics: quick marinade is nested into assembled quick pickles; requires Chef confirmation,2026-08-03,Chef,GAP-006;GAP-010;GAP-011,Include VSF-013 cost per gram multiplied by 20 g; do not include its raw inputs again in VSF-014 or VKM-016
SFR-0098,VSF-015,VSF-015@BASE,1,RAW_INPUT,ING-067,Хлеб для гренки,null,34,г,32,г,30,г,VKM-017,RCP-0145,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0099,VSF-015,VSF-015@BASE,2,RAW_INPUT,ING-024,Масло растительное,null,3,г,3,г,3,г,VKM-017,RCP-0146,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0100,VSF-016,VSF-016@BASE,1,RAW_INPUT,ING-041,Горчица,null,5,г,5,г,5,г,VKM-017,RCP-0147,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0101,VSF-016,VSF-016@BASE,2,RAW_INPUT,ING-068,Майонез или эмульсионный соус,null,7,г,7,г,7,г,VKM-017,RCP-0148,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0102,VSF-016,VSF-016@BASE,3,RAW_INPUT,ING-069,Сок мясной или бульон,null,3,г,3,г,3,г,VKM-017,RCP-0149,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0103,VSF-017,VSF-017@BASE,1,RAW_INPUT,ING-070,Бульон мясной,null,160,г,160,г,145,г,VKM-018,RCP-0151,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0104,VSF-018,VSF-018@BASE,1,RAW_INPUT,ING-071,Свёкла,null,78,г,70,г,60,г,VKM-018,RCP-0152,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0105,VSF-018,VSF-018@BASE,2,RAW_INPUT,ING-074,Морковь,null,19,г,17,г,15,г,VKM-018,RCP-0156,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0106,VSF-018,VSF-018@BASE,3,RAW_INPUT,ING-016,Лук репчатый,null,13,г,11,г,10,г,VKM-018,RCP-0157,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0107,VSF-018,VSF-018@BASE,4,RAW_INPUT,ING-006,Томаты протёртые,null,16,г,16,г,15,г,VKM-018,RCP-0158,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0108,VSF-018,VSF-018@BASE,5,RAW_INPUT,ING-024,Масло растительное,null,5,г,5,г,5,г,VKM-018,RCP-0159,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0109,VSF-019,VSF-019@BASE,1,RAW_INPUT,ING-077,Сливки,null,58,г,58,г,55,г,VKM-019,RCP-0163,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0110,VSF-019,VSF-019@BASE,2,RAW_INPUT,ING-041,Горчица,null,10,г,10,г,10,г,VKM-019,RCP-0164,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0111,VSF-019,VSF-019@BASE,3,RAW_INPUT,ING-078,Бульон рыбный или овощной,null,12,г,12,г,10,г,VKM-019,RCP-0165,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0112,VSF-019,VSF-019@BASE,4,RAW_INPUT,ING-027,Масло сливочное,null,10,г,10,г,10,г,VKM-019,RCP-0166,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0113,VSF-020,VSF-020@BASE,1,RAW_INPUT,ING-080,Молоко кокосовое,null,84,г,84,г,80,г,VKM-020,RCP-0171,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0114,VSF-020,VSF-020@BASE,2,RAW_INPUT,ING-081,Паста карри проектная,null,15,г,15,г,15,г,VKM-020,RCP-0172,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0115,VSF-020,VSF-020@BASE,3,RAW_INPUT,ING-082,Бульон или вода,null,20,г,20,г,15,г,VKM-020,RCP-0173,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0116,VSF-020,VSF-020@BASE,4,RAW_INPUT,ING-083,Соус рыбный или соевый,null,10,г,10,г,10,г,VKM-020,RCP-0174,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0117,VSF-021,VSF-021@BASE,1,RAW_INPUT,ING-088,Говядина для котлеты,null,175,г,165,г,145,г,VKM-021,RCP-0181,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0118,VSF-021,VSF-021@BASE,2,RAW_INPUT,ING-089,Жир говяжий или иной компонент котлеты,null,5,г,5,г,5,г,VKM-021,RCP-0182,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0119,VSF-022,VSF-022@BASE,1,RAW_INPUT,ING-094,Соус эмульсионный,null,20,г,20,г,20,г,VKM-021,RCP-0187,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0120,VSF-022,VSF-022@BASE,2,RAW_INPUT,ING-095,Соус томатный,null,5,г,5,г,5,г,VKM-021,RCP-0188,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0121,VSF-023,VSF-023@BASE,1,RAW_INPUT,ING-097,Говяжья вырезка,null,255,г,240,г,220,г,VKM-022,RCP-0190,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0122,VSF-024,VSF-024@BASE,1,RAW_INPUT,ING-098,Бульон или мясной сок,null,35,г,35,г,30,г,VKM-022,RCP-0191,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0123,VSF-024,VSF-024@BASE,2,RAW_INPUT,ING-027,Масло сливочное,null,10,г,10,г,10,г,VKM-022,RCP-0192,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0124,VSF-025,VSF-025@BASE,1,RAW_INPUT,ING-100,Рис жасмин сухой,null,55,г,55,г,50,г,VKM-024,RCP-0203,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0125,VSF-025,VSF-025@BASE,2,RAW_INPUT,ING-101,"Вода питьевая, удержанная в продукте",null,120,г,120,г,88,г,VKM-024,RCP-0204,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0126,VSF-026,VSF-026@BASE,1,RAW_INPUT,ING-084,Цукини,null,48,г,43,г,40,г,VKM-025,RCP-0208,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0127,VSF-026,VSF-026@BASE,2,RAW_INPUT,ING-043,Перец сладкий,null,42,г,38,г,35,г,VKM-025,RCP-0209,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0128,VSF-026,VSF-026@BASE,3,RAW_INPUT,ING-102,Баклажан,null,36,г,33,г,30,г,VKM-025,RCP-0210,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0129,VSF-026,VSF-026@BASE,4,RAW_INPUT,ING-103,Брокколи,null,31,г,28,г,25,г,VKM-025,RCP-0211,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0130,VSF-027,VSF-027@BASE,1,RAW_INPUT,ING-104,Мука пшеничная кондитерская,null,190,г,190,г,180,г,VKM-029,RCP-0215,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0131,VSF-027,VSF-027@BASE,2,RAW_INPUT,ING-026,Яйцо или меланж,null,185,г,185,г,180,г,VKM-029,RCP-0216,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0132,VSF-027,VSF-027@BASE,3,RAW_INPUT,ING-028,Сахар,null,150,г,150,г,150,г,VKM-029,RCP-0217,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0133,VSF-027,VSF-027@BASE,4,RAW_INPUT,ING-027,Масло сливочное,null,70,г,70,г,70,г,VKM-029,RCP-0218,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0134,VSF-027,VSF-027@BASE,5,RAW_INPUT,ING-025,Молоко,null,20,г,20,г,20,г,VKM-029,RCP-0219,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0135,VSF-027,VSF-027@BASE,6,RAW_INPUT,ING-105,Разрыхлитель,null,5,г,5,г,5,г,VKM-029,RCP-0220,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0136,VSF-027,VSF-027@BASE,7,RAW_INPUT,ING-106,Соль,null,2,г,2,г,2,г,VKM-029,RCP-0221,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0137,VSF-028,VSF-028@BASE,1,RAW_INPUT,ING-107,Черника,null,330,г,315,г,300,г,VKM-029,RCP-0222,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0138,VSF-028,VSF-028@BASE,2,RAW_INPUT,ING-108,Сыр сливочный,null,250,г,250,г,250,г,VKM-029,RCP-0223,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0139,VSF-028,VSF-028@BASE,3,RAW_INPUT,ING-077,Сливки,null,120,г,120,г,120,г,VKM-029,RCP-0224,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0140,VSF-028,VSF-028@BASE,4,RAW_INPUT,ING-109,Сахарная пудра,null,30,г,30,г,30,г,VKM-029,RCP-0225,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0141,VSF-029,VSF-029@BASE,1,RAW_INPUT,ING-107,Черника,null,200,г,190,г,180,г,VKM-029,RCP-0226,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0142,VSF-029,VSF-029@BASE,2,RAW_INPUT,ING-028,Сахар,null,70,г,70,г,70,г,VKM-029,RCP-0227,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0143,VSF-029,VSF-029@BASE,3,RAW_INPUT,ING-110,Пектин или крахмал,null,20,г,20,г,20,г,VKM-029,RCP-0228,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0144,VSF-029,VSF-029@BASE,4,RAW_INPUT,ING-002,Вода питьевая,null,40,г,40,г,30,г,VKM-029,RCP-0229,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0145,VSF-030,VSF-030@BASE,1,RAW_INPUT,ING-111,Глазурь проектная,null,150,г,150,г,150,г,VKM-029,RCP-0230,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0146,VSF-031,VSF-031@BASE,1,RAW_INPUT,ING-104,Мука пшеничная кондитерская,null,310,г,310,г,300,г,VKM-030,RCP-0232,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0147,VSF-031,VSF-031@BASE,2,RAW_INPUT,ING-027,Масло сливочное,null,180,г,180,г,180,г,VKM-030,RCP-0233,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0148,VSF-031,VSF-031@BASE,3,RAW_INPUT,ING-109,Сахарная пудра,null,70,г,70,г,70,г,VKM-030,RCP-0234,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0149,VSF-031,VSF-031@BASE,4,RAW_INPUT,ING-026,Яйцо или меланж,null,45,г,45,г,45,г,VKM-030,RCP-0235,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0150,VSF-031,VSF-031@BASE,5,RAW_INPUT,ING-106,Соль,null,5,г,5,г,5,г,VKM-030,RCP-0236,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0151,VSF-032,VSF-032@BASE,1,RAW_INPUT,ING-028,Сахар,null,180,г,180,г,180,г,VKM-030,RCP-0237,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0152,VSF-032,VSF-032@BASE,2,RAW_INPUT,ING-077,Сливки,null,105,г,105,г,100,г,VKM-030,RCP-0238,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0153,VSF-032,VSF-032@BASE,3,RAW_INPUT,ING-027,Масло сливочное,null,60,г,60,г,60,г,VKM-030,RCP-0239,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0154,VSF-032,VSF-032@BASE,4,RAW_INPUT,ING-106,Соль,null,10,г,10,г,10,г,VKM-030,RCP-0240,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0155,VSF-033,VSF-033@BASE,1,RAW_INPUT,ING-108,Сыр сливочный,null,120,г,120,г,120,г,VKM-030,RCP-0241,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0156,VSF-033,VSF-033@BASE,2,RAW_INPUT,ING-077,Сливки,null,60,г,60,г,60,г,VKM-030,RCP-0242,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0157,VSF-033,VSF-033@BASE,3,RAW_INPUT,ING-109,Сахарная пудра,null,20,г,20,г,20,г,VKM-030,RCP-0243,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0158,VSF-034,VSF-034@BASE,1,RAW_INPUT,ING-104,Мука пшеничная кондитерская,null,145,г,145,г,140,г,VKM-031,RCP-0245,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0159,VSF-034,VSF-034@BASE,2,RAW_INPUT,ING-026,Яйцо или меланж,null,145,г,145,г,140,г,VKM-031,RCP-0246,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0160,VSF-034,VSF-034@BASE,3,RAW_INPUT,ING-028,Сахар,null,120,г,120,г,120,г,VKM-031,RCP-0247,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0161,VSF-034,VSF-034@BASE,4,RAW_INPUT,ING-027,Масло сливочное,null,140,г,140,г,140,г,VKM-031,RCP-0248,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0162,VSF-034,VSF-034@BASE,5,RAW_INPUT,ING-025,Молоко,null,30,г,30,г,30,г,VKM-031,RCP-0249,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
SFR-0163,VSF-034,VSF-034@BASE,6,RAW_INPUT,ING-040,Мёд,null,15,г,15,г,15,г,VKM-031,RCP-0250,ASSUMPTION,EVD-0007;EVD-0008,Copied without alteration from accepted HOF-0002 Chef flattened recipe,2026-08-03,Chef,GAP-004;GAP-005,Include raw-input extended cost once in this batch variant
